unique_id,old_plot,plot,col,iblock,entry,rep,accession,Source,trait,value,timestamp,person,location,number
NC17_10045,1045,10045,5,6,197,1,TX-1199-2, AZ_16_220  ,50% open boll,9/19/2017,9/19/2017 12:26, ,,1
NC17_10046,1046,10046,6,6,204,1,TX-203, AZ_16_227  ,50% open boll,9/19/2017,9/19/2017 12:26, ,,1
NC17_10048,1048,10048,8,6,213,1,TX-1054-1, AZ_16_237  ,50% open boll,9/19/2017,9/19/2017 12:26, ,,1
NC17_10060,1060,10060,4,8,196,1,TX-1114-3, AZ_16_219  ,50% open boll,9/19/2017,9/19/2017 12:27, ,,1
NC17_10063,1063,10063,7,8,211,1,TX-1008, AZ_16_234  ,50% open boll,9/19/2017,9/19/2017 12:27, ,,1
NC17_10066,1066,10066,2,9,93,1,TX-1283-2,AZ_14_791,50% open boll,9/19/2017,9/19/2017 12:27, ,,1
NC17_10068,1068,10068,4,9,116,1,TX-1205-1,AZ_14_861,50% open boll,9/19/2017,9/19/2017 12:27, ,,1
NC17_10078,1078,10078,6,10,112,1,TX-1042-1,AZ_14_845,50% open boll,9/19/2017,9/19/2017 12:28, ,,1
NC17_10079,1079,10079,7,10,109,1,TX-681-5,AZ_14_832,50% open boll,9/19/2017,9/19/2017 12:28, ,,1
NC17_10080,1080,10080,8,10,134,1,TX-490-1,AZ_15_044,50% open boll,9/19/2017,9/19/2017 12:28, ,,1
NC17_10090,1090,10090,2,12,169,1,TX-650-2, AZ_16_192  ,50% open boll,9/19/2017,9/19/2017 12:28, ,,1
NC17_10091,1091,10091,3,12,129,1,TX-1419,AZ_15_021,50% open boll,9/19/2017,9/19/2017 12:28, ,,1
NC17_10092,1092,10092,4,12,202,1,TX-2139, AZ_16_225  ,50% open boll,9/19/2017,9/19/2017 12:28, ,,1
NC17_10093,1093,10093,5,12,91,1,TX-1109,AZ_14_778,50% open boll,9/19/2017,9/19/2017 12:28, ,,1
NC17_10100,1100,10100,4,13,107,1,TX-625,AZ_14_830,50% open boll,9/19/2017,9/19/2017 12:29, ,,1
NC17_10101,1101,10101,5,13,132,1,TX-1975,AZ_15_028,50% open boll,9/19/2017,9/19/2017 12:29, ,,1
NC17_10112,1112,10112,8,14,23,1,TX-2119,AZ_14_608,50% open boll,9/19/2017,9/19/2017 12:29, ,,1
NC17_10115,1115,10115,3,15,212,1,TX-1197, AZ_16_235  ,50% open boll,9/19/2017,9/19/2017 12:29, ,,1
NC17_10117,1117,10117,5,15,103,1,TX-195-1,AZ_14_822,50% open boll,9/19/2017,9/19/2017 12:29, ,,1
NC17_10118,1118,10118,6,15,86,1,TX-488,AZ_14_731,50% open boll,9/19/2017,9/19/2017 12:29, ,,1
NC17_10124,1124,10124,4,16,74,1,TX-73-7,AZ_14_701,50% open boll,9/19/2017,9/19/2017 12:30, ,,1
NC17_10125,1125,10125,5,16,90,1,TX-1045,AZ_14_770,50% open boll,9/19/2017,9/19/2017 12:30, ,,1
NC17_10128,1128,10128,8,16,73,1,TX-73-6,AZ_14_700,50% open boll,9/19/2017,9/19/2017 12:30, ,,1
NC17_10131,1131,10131,3,17,181,1,TX-2403-3, AZ_16_204  ,50% open boll,9/19/2017,9/19/2017 12:30, ,,1
NC17_10133,1133,10133,5,17,79,1,TX-180-2,AZ_14_713,50% open boll,9/19/2017,9/19/2017 12:30, ,,1
NC17_10134,1134,10134,6,17,94,1,TX-1364-2,AZ_14_796,50% open boll,9/19/2017,9/19/2017 12:30, ,,1
NC17_10135,1135,10135,7,17,131,1,TX-1914-1,AZ_15_024,50% open boll,9/19/2017,9/19/2017 12:31, ,,1
NC17_10143,1143,10143,7,18,113,1,TX-1042-2,AZ_14_846,50% open boll,9/19/2017,9/19/2017 12:31, ,,1
NC17_10144,1144,10144,8,18,3,1,TX-43,AZ_14_569,50% open boll,9/19/2017,9/19/2017 12:31, ,,1
NC17_10147,1147,10147,3,19,21,1,TX-1326,AZ_14_603,50% open boll,9/19/2017,9/19/2017 12:31, ,,1
NC17_10162,1162,10162,2,21,177,1,TX-1283-3, AZ_16_200  ,50% open boll,9/19/2017,9/19/2017 12:32, ,,1
NC17_10169,1169,10169,1,22,5,1,TX-85,AZ_14_572,50% open boll,9/19/2017,9/19/2017 12:32, ,,1
NC17_10174,1174,10174,6,22,83,1,TX-206,AZ_14_723,50% open boll,9/19/2017,9/19/2017 12:32, ,,1
NC17_10176,1176,10176,8,22,162,1,TX-1964, AZ_16_183  ,50% open boll,9/19/2017,9/19/2017 12:32, ,,1
NC17_10177,1177,10177,1,23,35,1,TX-2348,AZ_14_625,50% open boll,9/19/2017,9/19/2017 12:33, ,,1
NC17_10181,1181,10181,5,23,82,1,TX-183-1,AZ_14_718,50% open boll,9/19/2017,9/19/2017 12:33, ,,1
NC17_10185,1185,10185,1,24,125,1,TX-1125,AZ_14_890,50% open boll,9/19/2017,9/19/2017 12:33, ,,1
NC17_10192,1192,10192,8,24,172,1,TX-1063, AZ_16_195  ,50% open boll,9/19/2017,9/19/2017 12:33, ,,1
NC17_10194,1194,10194,2,25,203,1,TX-108, AZ_16_226  ,50% open boll,9/19/2017,9/19/2017 12:33, ,,1
NC17_10200,1200,10200,8,25,171,1,TX-1003-2, AZ_16_194  ,50% open boll,9/19/2017,9/19/2017 12:33, ,,1
NC17_10201,1201,10201,1,26,108,1,TX-672,AZ_15_100,50% open boll,9/19/2017,9/19/2017 12:33, ,,1
NC17_10203,1203,10203,3,26,37,1,TX-2352,AZ_14_627,50% open boll,9/19/2017,9/19/2017 12:34, ,,1
NC17_10210,1210,10210,2,27,210,1,TX-814, AZ_16_233  ,50% open boll,9/19/2017,9/19/2017 12:35, ,,1
NC17_10211,1211,10211,3,27,70,1,TX-2022-2,AZ_14_690,50% open boll,9/19/2017,9/19/2017 12:35, ,,1
NC17_10212,1212,10212,4,27,128,1,TX-1412,AZ_15_020,50% open boll,9/19/2017,9/19/2017 12:35, ,,1
NC17_10216,1216,10216,8,27,205,1,TX-644-2, AZ_16_228  ,50% open boll,9/19/2017,9/19/2017 12:35, ,,1
NC17_10224,1224,10224,8,28,88,1,TX-621-1,AZ_14_741,50% open boll,9/19/2017,9/19/2017 12:35, ,,1
NC17_20004,2004,20004,4,29,120,2,TX-1154-4,AZ_14_874,50% open boll,9/19/2017,9/19/2017 12:40, ,,1
NC17_20005,2005,20005,5,29,134,2,TX-490-1,AZ_15_044,50% open boll,9/19/2017,9/19/2017 12:40, ,,1
NC17_20012,2012,20012,4,30,85,2,TX-286-1,AZ_14_730,50% open boll,9/19/2017,9/19/2017 12:40, ,,1
NC17_20019,2019,20019,3,31,70,2,TX-2022-2,AZ_14_690,50% open boll,9/19/2017,9/19/2017 12:40, ,,1
NC17_20020,2020,20020,4,31,5,2,TX-85,AZ_14_572,50% open boll,9/19/2017,9/19/2017 12:40, ,,1
NC17_20021,2021,20021,5,31,113,2,TX-1042-2,AZ_14_846,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20022,2022,20022,6,31,118,2,TX-1270-2,AZ_14_865,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20027,2027,20027,3,32,194,2,TX-931-3, AZ_16_217  ,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20037,2037,20037,5,33,204,2,TX-203, AZ_16_227  ,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20040,2040,20040,8,33,171,2,TX-1003-2, AZ_16_194  ,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20041,2041,20041,1,34,79,2,TX-180-2,AZ_14_713,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20042,2042,20042,2,34,159,2,TX-1718, AZ_16_179  ,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20044,2044,20044,4,34,184,2,TX-135-3, AZ_16_207  ,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20047,2047,20047,7,34,203,2,TX-108, AZ_16_226  ,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20048,2048,20048,8,34,23,2,TX-2119,AZ_14_608,50% open boll,9/19/2017,9/19/2017 12:41, ,,1
NC17_20049,2049,20049,1,35,121,2,TX-460-2,AZ_14_878,50% open boll,9/19/2017,9/19/2017 12:42, ,,1
NC17_20060,2060,20060,4,36,185,2,TX-460-1, AZ_16_208  ,50% open boll,9/19/2017,9/19/2017 12:42, ,,1
NC17_20065,2065,20065,1,37,128,2,TX-1412,AZ_15_020,50% open boll,9/19/2017,9/19/2017 12:42, ,,1
NC17_20066,2066,20066,2,37,206,2,TX-647, AZ_16_229  ,50% open boll,9/19/2017,9/19/2017 12:42, ,,1
NC17_20067,2067,20067,3,37,125,2,TX-1125,AZ_14_890,50% open boll,9/19/2017,9/19/2017 12:42, ,,1
NC17_20072,2072,20072,8,37,160,2,TX-1941-1, AZ_16_181  ,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20074,2074,20074,2,38,103,2,TX-195-1,AZ_14_822,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20075,2075,20075,3,38,213,2,TX-1054-1, AZ_16_237  ,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20076,2076,20076,4,38,89,2,TX-621-2,AZ_14_742,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20084,2084,20084,4,39,92,2,TX-1201,AZ_14_785,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20090,2090,20090,2,40,129,2,TX-1419,AZ_15_021,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20092,2092,20092,4,40,101,2,TX-117-2,AZ_14_815,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20093,2093,20093,5,40,10,2,TX-1147,AZ_14_583,50% open boll,9/19/2017,9/19/2017 12:43, ,,1
NC17_20102,2102,20102,6,41,193,2,TX-495-2, AZ_16_216  ,50% open boll,9/19/2017,9/19/2017 12:44, ,,1
NC17_20105,2105,20105,1,42,162,2,TX-1964, AZ_16_183  ,50% open boll,9/19/2017,9/19/2017 12:44, ,,1
NC17_20109,2109,20109,5,42,108,2,TX-672,AZ_15_100,50% open boll,9/19/2017,9/19/2017 12:44, ,,1
NC17_20111,2111,20111,7,42,161,2,TX-1941-2, AZ_16_182  ,50% open boll,9/19/2017,9/19/2017 12:44, ,,1
NC17_20122,2122,20122,2,44,37,2,TX-2352,AZ_14_627,50% open boll,9/19/2017,9/19/2017 12:44, ,,1
NC17_20123,2123,20123,3,44,3,2,TX-43,AZ_14_569,50% open boll,9/19/2017,9/19/2017 12:44, ,,1
NC17_20125,2125,20125,5,44,211,2,TX-1008, AZ_16_234  ,50% open boll,9/19/2017,9/19/2017 12:45, ,,1
NC17_20127,2127,20127,7,44,168,2,TX-616-1, AZ_16_191  ,50% open boll,9/19/2017,9/19/2017 12:45, ,,1
NC17_20130,2130,20130,2,45,187,2,TX-762-2, AZ_16_210  ,50% open boll,9/19/2017,9/19/2017 12:45, ,,1
NC17_20140,2140,20140,4,46,210,2,TX-814, AZ_16_233  ,50% open boll,9/19/2017,9/19/2017 12:45, ,,1
NC17_20141,2141,20141,5,46,93,2,TX-1283-2,AZ_14_791,50% open boll,9/19/2017,9/19/2017 12:45, ,,1
NC17_20144,2144,20144,8,46,90,2,TX-1045,AZ_14_770,50% open boll,9/19/2017,9/19/2017 12:45, ,,1
NC17_20148,2148,20148,4,47,132,2,TX-1975,AZ_15_028,50% open boll,9/19/2017,9/19/2017 12:46, ,,1
NC17_20151,2151,20151,7,47,109,2,TX-681-5,AZ_14_832,50% open boll,9/19/2017,9/19/2017 12:46, ,,1
NC17_20152,2152,20152,8,47,88,2,TX-621-1,AZ_14_741,50% open boll,9/19/2017,9/19/2017 12:46, ,,1
NC17_20171,2171,20171,3,50,35,2,TX-2348,AZ_14_625,50% open boll,9/19/2017,9/19/2017 12:46, ,,1
NC17_20173,2173,20173,5,50,22,2,TX-1311,AZ_14_605,50% open boll,9/19/2017,9/19/2017 12:46, ,,1
NC17_20177,2177,20177,1,51,116,2,TX-1205-1,AZ_14_861,50% open boll,9/19/2017,9/19/2017 12:47, ,,1
NC17_20183,2183,20183,7,51,205,2,TX-644-2, AZ_16_228  ,50% open boll,9/19/2017,9/19/2017 12:47, ,,1
NC17_20190,2190,20190,6,52,177,2,TX-1283-3, AZ_16_200  ,50% open boll,9/19/2017,9/19/2017 12:47, ,,1
NC17_20193,2193,20193,1,53,25,2,TX-2315,AZ_14_612,50% open boll,9/19/2017,9/19/2017 12:47, ,,1
NC17_20197,2197,20197,5,53,196,2,TX-1114-3, AZ_16_219  ,50% open boll,9/19/2017,9/19/2017 12:47, ,,1
NC17_20207,2207,20207,7,54,83,2,TX-206,AZ_14_723,50% open boll,9/19/2017,9/19/2017 12:48, ,,1
NC17_20212,2212,20212,4,55,131,2,TX-1914-1,AZ_15_024,50% open boll,9/19/2017,9/19/2017 12:48, ,,1
NC17_20213,2213,20213,5,55,215,2,TX-2402, AZ_16_239  ,50% open boll,9/19/2017,9/19/2017 12:48, ,,1
NC17_20214,2214,20214,6,55,86,2,TX-488,AZ_14_731,50% open boll,9/19/2017,9/19/2017 12:48, ,,1
NC17_20216,2216,20216,8,55,91,2,TX-1109,AZ_14_778,50% open boll,9/19/2017,9/19/2017 12:48, ,,1
NC17_30001,3001,30001,1,57,92,3,TX-1201,AZ_14_785,50% open boll,9/19/2017,9/19/2017 12:51, ,,1
NC17_30002,3002,30002,2,57,204,3,TX-203, AZ_16_227  ,50% open boll,9/19/2017,9/19/2017 12:51, ,,1
NC17_30005,3005,30005,5,57,5,3,TX-85,AZ_14_572,50% open boll,9/19/2017,9/19/2017 12:51, ,,1
NC17_30009,3009,30009,1,58,205,3,TX-644-2, AZ_16_228  ,50% open boll,9/19/2017,9/19/2017 12:51, ,,1
NC17_30016,3016,30016,8,58,122,3,TX-762-3,AZ_14_881,50% open boll,9/19/2017,9/19/2017 12:51, ,,1
NC17_30019,3019,30019,3,59,172,3,TX-1063, AZ_16_195  ,50% open boll,9/19/2017,9/19/2017 12:52, ,,1
NC17_30026,3026,30026,2,60,131,3,TX-1914-1,AZ_15_024,50% open boll,9/19/2017,9/19/2017 12:52, ,,1
NC17_30028,3028,30028,4,60,83,3,TX-206,AZ_14_723,50% open boll,9/19/2017,9/19/2017 12:53, ,,1
NC17_30031,3031,30031,7,60,177,3,TX-1283-3, AZ_16_200  ,50% open boll,9/19/2017,9/19/2017 12:53, ,,1
NC17_30037,3037,30037,5,61,29,3,TX-2322,AZ_14_619,50% open boll,9/19/2017,9/19/2017 12:53, ,,1
NC17_30057,3057,30057,1,64,169,3,TX-650-2, AZ_16_192  ,50% open boll,9/19/2017,9/19/2017 12:54, ,,1
NC17_30058,3058,30058,2,64,117,3,TX-1210-1,AZ_14_864,50% open boll,9/19/2017,9/19/2017 12:54, ,,1
NC17_30073,3073,30073,1,66,90,3,TX-1045,AZ_14_770,50% open boll,9/19/2017,9/19/2017 12:55, ,,1
NC17_30074,3074,30074,2,66,35,3,TX-2348,AZ_14_625,50% open boll,9/19/2017,9/19/2017 12:55, ,,1
NC17_30081,3081,30081,1,67,126,3,TX-1301,AZ_15_008,50% open boll,9/19/2017,9/19/2017 12:55, ,,1
NC17_30087,3087,30087,7,67,129,3,TX-1419,AZ_15_021,50% open boll,9/19/2017,9/19/2017 12:55, ,,1
NC17_30094,3094,30094,6,68,84,3,TX-239-2,AZ_14_727,50% open boll,9/19/2017,9/19/2017 12:55, ,,1
NC17_30098,3098,30098,2,69,187,3,TX-762-2, AZ_16_210  ,50% open boll,9/19/2017,9/19/2017 12:56, ,,1
NC17_30106,3106,30106,2,70,134,3,TX-490-1,AZ_15_044,50% open boll,9/19/2017,9/19/2017 12:56, ,,1
NC17_30107,3107,30107,3,70,88,3,TX-621-1,AZ_14_741,50% open boll,9/19/2017,9/19/2017 12:56, ,,1
NC17_30115,3115,30115,3,71,6,3,TX-93,AZ_14_573,50% open boll,9/19/2017,9/19/2017 12:56, ,,1
NC17_30116,3116,30116,4,71,124,3,TX-1115,AZ_14_889,50% open boll,9/19/2017,9/19/2017 12:56, ,,1
NC17_30131,3131,30131,3,73,173,3,TX-1085-1, AZ_16_196  ,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30133,3133,30133,5,73,195,3,TX-1114-2, AZ_16_218  ,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30134,3134,30134,6,73,100,3,TX-95,AZ_14_813,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30137,3137,30137,1,74,106,3,TX-498-3,AZ_14_828,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30139,3139,30139,3,74,128,3,TX-1412,AZ_15_020,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30141,3141,30141,5,74,22,3,TX-1311,AZ_14_605,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30149,3149,30149,5,75,121,3,TX-460-2,AZ_14_878,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30152,3152,30152,8,75,85,3,TX-286-1,AZ_14_730,50% open boll,9/19/2017,9/19/2017 12:57, ,,1
NC17_30158,3158,30158,6,76,116,3,TX-1205-1,AZ_14_861,50% open boll,9/19/2017,9/19/2017 12:58, ,,1
NC17_30160,3160,30160,8,76,79,3,TX-180-2,AZ_14_713,50% open boll,9/19/2017,9/19/2017 12:58, ,,1
NC17_30163,3163,30163,3,77,3,3,TX-43,AZ_14_569,50% open boll,9/19/2017,9/19/2017 12:58, ,,1
NC17_30168,3168,30168,8,77,203,3,TX-108, AZ_16_226  ,50% open boll,9/19/2017,9/19/2017 12:58, ,,1
NC17_30169,3169,30169,1,78,161,3,TX-1941-2, AZ_16_182  ,50% open boll,9/19/2017,9/19/2017 12:58, ,,1
NC17_30170,3170,30170,2,78,109,3,TX-681-5,AZ_14_832,50% open boll,9/19/2017,9/19/2017 12:58, ,,1
NC17_30171,3171,30171,3,78,81,3,TX-180-5,AZ_14_716,50% open boll,9/19/2017,9/19/2017 12:58, ,,1
NC17_30179,3179,30179,3,79,91,3,TX-1109,AZ_14_778,50% open boll,9/19/2017,9/19/2017 12:59, ,,1
NC17_30188,3188,30188,4,80,118,3,TX-1270-2,AZ_14_865,50% open boll,9/19/2017,9/19/2017 12:59, ,,1
NC17_30193,3193,30193,1,81,196,3,TX-1114-3, AZ_16_219  ,50% open boll,9/19/2017,9/19/2017 12:59, ,,1
NC17_30195,3195,30195,3,81,213,3,TX-1054-1, AZ_16_237  ,50% open boll,9/19/2017,9/19/2017 12:59, ,,1
NC17_30205,3205,30205,5,82,193,3,TX-495-2, AZ_16_216  ,50% open boll,9/19/2017,9/19/2017 12:59, ,,1
NC17_30211,3211,30211,3,83,25,3,TX-2315,AZ_14_612,50% open boll,9/19/2017,9/19/2017 13:00, ,,1
NC17_30213,3213,30213,5,83,93,3,TX-1283-2,AZ_14_791,50% open boll,9/19/2017,9/19/2017 13:00, ,,1
NC17_30214,3214,30214,6,83,72,3,TX-2-1,AZ_14_694,50% open boll,9/19/2017,9/19/2017 13:00, ,,1
NC17_30222,3222,30222,6,84,211,3,TX-1008, AZ_16_234  ,50% open boll,9/19/2017,9/19/2017 13:00, ,,1
NC17_10002,1002,10002,2,1,12,1,TX-681,AZ_14_587,Yield rating,3,10/6/2017 10:11, ,,1
NC17_10003,1003,10003,3,1,39,1,TX-2354,AZ_14_629,Yield rating,5,10/6/2017 10:11, ,,1
NC17_10004,1004,10004,4,1,80,1,TX-180-3,AZ_14_714,Yield rating,3,10/6/2017 10:11, ,,1
NC17_10005,1005,10005,5,1,150,1,TX-2311, AZ_16_169  ,Yield rating,4,10/6/2017 10:12, ,,1
NC17_10006,1006,10006,6,1,51,1,TX-2372,AZ_14_645,Yield rating,4,10/6/2017 10:12, ,,1
NC17_10007,1007,10007,7,1,22,1,TX-1311,AZ_14_605,Yield rating,3,10/6/2017 10:12, ,,1
NC17_10008,1008,10008,8,1,45,1,TX-2360,AZ_14_636,Yield rating,4,10/6/2017 10:12, ,,1
NC17_10009,1009,10009,1,2,49,1,TX-2366,AZ_14_642,Harvest Notes,compact structure,10/6/2017 10:12, ,,1
NC17_10010,1010,10010,2,2,164,1,TX-239-1, AZ_16_186  ,Yield rating,3,10/6/2017 10:12, ,,1
NC17_10011,1011,10011,3,2,115,1,TX-1194-2,AZ_14_860,Yield rating,4,10/6/2017 10:12, ,,1
NC17_10012,1012,10012,4,2,14,1,TX-1233,AZ_14_591,Yield rating,4,10/6/2017 10:12, ,,1
NC17_10013,1013,10013,5,2,31,1,TX-2324,AZ_14_621,Yield rating,3,10/6/2017 10:13, ,,1
NC17_10014,1014,10014,6,2,184,1,TX-135-3, AZ_16_207  ,Yield rating,2,10/6/2017 10:13, ,,1
NC17_10015,1015,10015,7,2,18,1,TX-1304,AZ_14_596,Yield rating,3,10/6/2017 10:13, ,,1
NC17_10016,1016,10016,8,2,145,1,TX-1321, AZ_16_164  ,Yield rating,2,10/6/2017 10:13, ,,1
NC17_10017,1017,10017,1,3,104,1,TX-195-2,AZ_14_823,Yield rating,4,10/6/2017 10:13, ,,1
NC17_10018,1018,10018,2,3,52,1,TX-2318,AZ_14_646,Yield rating,3,10/6/2017 10:13, ,,1
NC17_10019,1019,10019,3,3,64,1,TX-1409-2,AZ_14_662,Yield rating,5,10/6/2017 10:13, ,,1
NC17_10020,1020,10020,4,3,105,1,TX-498-1,AZ_14_826,Yield rating,3,10/6/2017 10:13, ,,1
NC17_10021,1021,10021,5,3,71,1,TX-2144,AZ_14_692,Yield rating,5,10/6/2017 10:14, ,,1
NC17_10022,1022,10022,6,3,156,1,TX-2382, AZ_16_176  ,Yield rating,3,10/6/2017 10:14, ,,1
NC17_10023,1023,10023,7,3,2,1,TX-40,AZ_14_568,Yield rating,3,10/6/2017 10:14, ,,1
NC17_10024,1024,10024,8,3,217,1,Dixie King,AZ_16_241,Yield rating,4,10/6/2017 10:14, ,,1
NC17_10025,1025,10025,1,4,178,1,TX-2390-1, AZ_16_201  ,Yield rating,3,10/6/2017 10:14, ,,1
NC17_10026,1026,10026,2,4,174,1,TX-1094, AZ_16_197  ,Yield rating,4,10/6/2017 10:14, ,,1
NC17_10027,1027,10027,3,4,158,1,TX-2355, AZ_16_178  ,Yield rating,3,10/6/2017 10:14, ,,1
NC17_10028,1028,10028,4,4,186,1,TX-691-2, AZ_16_209  ,Yield rating,4,10/6/2017 10:14, ,,1
NC17_10029,1029,10029,5,4,84,1,TX-239-2,AZ_14_727,Yield rating,2,10/6/2017 10:14, ,,1
NC17_10030,1030,10030,6,4,187,1,TX-762-2, AZ_16_210  ,Yield rating,2,10/6/2017 10:14, ,,1
NC17_10031,1031,10031,7,4,206,1,TX-647, AZ_16_229  ,Yield rating,3,10/6/2017 10:14, ,,1
NC17_10032,1032,10032,8,4,200,1,TX-0984, AZ_16_223  ,Yield rating,3,10/6/2017 10:15, ,,1
NC17_10033,1033,10033,1,5,127,1,TX-1403,AZ_15_015,Yield rating,3,10/6/2017 10:15, ,,1
NC17_10034,1034,10034,2,5,185,1,TX-460-1, AZ_16_208  ,Yield rating,2,10/6/2017 10:15, ,,1
NC17_10035,1035,10035,3,5,16,1,TX-1302,AZ_14_594,Yield rating,4,10/6/2017 10:15, ,,1
NC17_10036,1036,10036,4,5,106,1,TX-498-3,AZ_14_828,Yield rating,2,10/6/2017 10:15, ,,1
NC17_10037,1037,10037,5,5,25,1,TX-2315,AZ_14_612,Yield rating,2,10/6/2017 10:15, ,,1
NC17_10038,1038,10038,6,5,143,1,TX-1305, AZ_16_162  ,Yield rating,3,10/6/2017 10:15, ,,1
NC17_10039,1039,10039,7,5,160,1,TX-1941-1, AZ_16_181  ,Yield rating,2,10/6/2017 10:15, ,,1
NC17_10040,1040,10040,8,5,43,1,TX-2391,AZ_14_633,Yield rating,3,10/6/2017 10:15, ,,1
NC17_10041,1041,10041,1,6,123,1,TX-932,AZ_14_885,Yield rating,2,10/6/2017 10:15, ,,1
NC17_10042,1042,10042,2,6,147,1,TX-1327, AZ_16_166  ,Yield rating,4,10/6/2017 10:15, ,,1
NC17_10043,1043,10043,3,6,65,1,TX-1418,AZ_14_665,Yield rating,3,10/6/2017 10:15, ,,1
NC17_10044,1044,10044,4,6,159,1,TX-1718, AZ_16_179  ,Yield rating,3,10/6/2017 10:15, ,,1
NC17_10045,1045,10045,5,6,197,1,TX-1199-2, AZ_16_220  ,Yield rating,3,10/6/2017 10:16, ,,1
NC17_10046,1046,10046,6,6,204,1,TX-203, AZ_16_227  ,Yield rating,3,10/6/2017 10:16, ,,1
NC17_10047,1047,10047,7,6,215,1,TX-2402, AZ_16_239  ,Yield rating,2,10/6/2017 10:16, ,,1
NC17_10048,1048,10048,8,6,213,1,TX-1054-1, AZ_16_237  ,Harvest Notes,mixed brown lint,10/6/2017 10:16, ,,1
NC17_10048,1048,10048,8,6,213,1,TX-1054-1, AZ_16_237  ,Yield rating,3,10/6/2017 10:16, ,,1
NC17_10049,1049,10049,1,7,8,1,TX-294,AZ_14_576,Yield rating,3,10/6/2017 10:16, ,,1
NC17_10050,1050,10050,2,7,61,1,TX-2321,AZ_14_657,Yield rating,5,10/6/2017 10:17, ,,1
NC17_10051,1051,10051,3,7,189,1,TX-1300-2, AZ_16_212  ,Yield rating,3,10/6/2017 10:17, ,,1
NC17_10052,1052,10052,4,7,110,1,TX-933,AZ_14_839,Yield rating,5,10/6/2017 10:17, ,,1
NC17_10053,1053,10053,5,7,101,1,TX-117-2,AZ_14_815,Yield rating,2,10/6/2017 10:17, ,,1
NC17_10054,1054,10054,6,7,75,1,TX-122-1,AZ_14_703,Yield rating,3,10/6/2017 10:17, ,,1
NC17_10055,1055,10055,7,7,87,1,TX-570-2,AZ_14_736,Yield rating,4,10/6/2017 10:17, ,,1
NC17_10056,1056,10056,8,7,100,1,TX-95,AZ_14_813,Yield rating,3,10/6/2017 10:17, ,,1
NC17_10057,1057,10057,1,8,36,1,TX-2349,AZ_14_626,Yield rating,4,10/6/2017 10:17, ,,1
NC17_10058,1058,10058,2,8,118,1,TX-1270-2,AZ_14_865,Yield rating,2,10/6/2017 10:17, ,,1
NC17_10059,1059,10059,3,8,63,1,TX-1409-1,AZ_14_661,Yield rating,4,10/6/2017 10:17, ,,1
NC17_10060,1060,10060,4,8,196,1,TX-1114-3, AZ_16_219  ,Yield rating,2,10/6/2017 10:17, ,,1
NC17_10061,1061,10061,5,8,95,1,TX-2335-1,AZ_14_798,Yield rating,4,10/6/2017 10:17, ,,1
NC17_10062,1062,10062,6,8,119,1,TX-1300-1,AZ_14_866,Yield rating,3,10/6/2017 10:17, ,,1
NC17_10063,1063,10063,7,8,211,1,TX-1008, AZ_16_234  ,Yield rating,3,10/6/2017 10:17, ,,1
NC17_10064,1064,10064,8,8,30,1,TX-2316,AZ_14_620,Yield rating,3,10/6/2017 10:17, ,,1
NC17_10065,1065,10065,1,9,59,1,TX-2384,AZ_14_654,Yield rating,3,10/6/2017 10:18, ,,1
NC17_10066,1066,10066,2,9,93,1,TX-1283-2,AZ_14_791,Yield rating,3,10/6/2017 10:18, ,,1
NC17_10067,1067,10067,3,9,165,1,TX-240, AZ_16_187  ,Yield rating,4,10/6/2017 10:18, ,,1
NC17_10068,1068,10068,4,9,116,1,TX-1205-1,AZ_14_861,Yield rating,2,10/6/2017 10:18, ,,1
NC17_10069,1069,10069,5,9,68,1,TX-1585-1,AZ_14_672,Yield rating,3,10/6/2017 10:18, ,,1
NC17_10070,1070,10070,6,9,13,1,TX-1212,AZ_15_004,Yield rating,4,10/6/2017 10:18, ,,1
