unique_id,old_plot,plot,col,iblock,entry,rep,accession,Source,trait,value,timestamp,person,location,number
NC17_10071,1071,10071,7,9,183,1,TX-117-1, AZ_16_206  ,Harvest Notes,mixed brown lint,10/6/2017 10:18, ,,1
NC17_10072,1072,10072,8,9,207,1,TX-703, AZ_16_230  ,Yield rating,4,10/6/2017 10:19, ,,1
NC17_10073,1073,10073,1,10,33,1,TX-2346,AZ_14_623,Harvest Notes,compact,10/6/2017 10:19, ,,1
NC17_10074,1074,10074,2,10,99,1,TX-73-8,AZ_14_812,Yield rating,4,10/6/2017 10:19, ,,1
NC17_10075,1075,10075,3,10,149,1,TX-2074, AZ_16_168  ,Yield rating,3,10/6/2017 10:19, ,,1
NC17_10076,1076,10076,4,10,78,1,TX-141-2,AZ_14_710,Yield rating,3,10/6/2017 10:19, ,,1
NC17_10077,1077,10077,5,10,166,1,TX-251, AZ_16_188  ,Yield rating,3,10/6/2017 10:19, ,,1
NC17_10078,1078,10078,6,10,112,1,TX-1042-1,AZ_14_845,Yield rating,2,10/6/2017 10:19, ,,1
NC17_10079,1079,10079,7,10,109,1,TX-681-5,AZ_14_832,Yield rating,3,10/6/2017 10:19, ,,1
NC17_10080,1080,10080,8,10,134,1,TX-490-1,AZ_15_044,Yield rating,3,10/6/2017 10:19, ,,1
NC17_10081,1081,10081,1,11,34,1,TX-2347,AZ_14_624,Yield rating,3,10/6/2017 10:20, ,,1
NC17_10082,1082,10082,2,11,69,1,TX-1585-3,AZ_14_674,Yield rating,2,10/6/2017 10:20, ,,1
NC17_10083,1083,10083,3,11,57,1,TX-2381,AZ_14_651,Yield rating,4,10/6/2017 10:20, ,,1
NC17_10084,1084,10084,4,11,60,1,TX-2385,AZ_14_655,Yield rating,3,10/6/2017 10:20, ,,1
NC17_10085,1085,10085,5,11,76,1,TX-122-2,AZ_14_704,Yield rating,5,10/6/2017 10:20, ,,1
NC17_10086,1086,10086,6,11,223,1,PHY-72,AZ_15,Yield rating,4,10/6/2017 10:20, ,,1
NC17_10087,1087,10087,7,11,44,1,TX-2353,AZ_14_635,Yield rating,4,10/6/2017 10:20, ,,1
NC17_10088,1088,10088,8,11,198,1,TX-1300-3, AZ_16_221  ,Yield rating,3,10/6/2017 10:20, ,,1
NC17_10089,1089,10089,1,12,153,1,TX-2359, AZ_16_173  ,Yield rating,5,10/6/2017 10:20, ,,1
NC17_10090,1090,10090,2,12,169,1,TX-650-2, AZ_16_192  ,Yield rating,2,10/6/2017 10:20, ,,1
NC17_10091,1091,10091,3,12,129,1,TX-1419,AZ_15_021,Yield rating,3,10/6/2017 10:20, ,,1
NC17_10092,1092,10092,4,12,202,1,TX-2139, AZ_16_225  ,Yield rating,4,10/6/2017 10:20, ,,1
NC17_10093,1093,10093,5,12,91,1,TX-1109,AZ_14_778,Yield rating,3,10/6/2017 10:21, ,,1
NC17_10094,1094,10094,6,12,220,1,PD94042,AZ_15_140,Yield rating,5,10/6/2017 10:21, ,,1
NC17_10095,1095,10095,7,12,194,1,TX-931-3, AZ_16_217  ,Yield rating,4,10/6/2017 10:21, ,,1
NC17_10096,1096,10096,8,12,15,1,TX-1196,AZ_15_007,Yield rating,3,10/6/2017 10:21, ,,1
NC17_10097,1097,10097,1,13,154,1,TX-2361, AZ_16_174  ,Yield rating,3,10/6/2017 10:21, ,,1
NC17_10098,1098,10098,2,13,29,1,TX-2322,AZ_14_619,Yield rating,2,10/6/2017 10:21, ,,1
NC17_10099,1099,10099,3,13,137,1,TX-244, AZ_16_156  ,Yield rating,3,10/6/2017 10:21, ,,1
NC17_10100,1100,10100,4,13,107,1,TX-625,AZ_14_830,Yield rating,3,10/6/2017 10:21, ,,1
NC17_10101,1101,10101,5,13,132,1,TX-1975,AZ_15_028,Yield rating,3,10/6/2017 10:21, ,,1
NC17_10102,1102,10102,6,13,42,1,TX-2357,AZ_14_632,Yield rating,3,10/6/2017 10:21, ,,1
NC17_10103,1103,10103,7,13,140,1,TX-1151, AZ_16_159  ,Harvest Notes,mixed brown lint,10/6/2017 10:22, ,,1
NC17_10104,1104,10104,8,13,152,1,TX-2317, AZ_16_172  ,Yield rating,4,10/6/2017 10:22, ,,1
NC17_10105,1105,10105,1,14,27,1,TX-2319,AZ_14_616,Yield rating,4,10/6/2017 10:22, ,,1
NC17_10106,1106,10106,2,14,89,1,TX-621-2,AZ_14_742,Yield rating,3,10/6/2017 10:22, ,,1
NC17_10107,1107,10107,3,14,144,1,TX-1307, AZ_16_163  ,Yield rating,4,10/6/2017 10:22, ,,1
NC17_10108,1108,10108,4,14,142,1,TX-1215, AZ_16_161  ,Yield rating,4,10/6/2017 10:22, ,,1
NC17_10109,1109,10109,5,14,62,1,TX-2394,AZ_14_659,Yield rating,3,10/6/2017 10:22, ,,1
NC17_10110,1110,10110,6,14,138,1,TX-373, AZ_16_157  ,Yield rating,4,10/6/2017 10:22, ,,1
NC17_10111,1111,10111,7,14,6,1,TX-93,AZ_14_573,Yield rating,4,10/6/2017 10:22, ,,1
NC17_10112,1112,10112,8,14,23,1,TX-2119,AZ_14_608,Yield rating,2,10/6/2017 10:22, ,,1
NC17_10113,1113,10113,1,15,151,1,TX-2313, AZ_16_170  ,Yield rating,2,10/6/2017 10:23, ,,1
NC17_10114,1114,10114,2,15,130,1,TX-1609,AZ_15_022,Yield rating,4,10/6/2017 10:23, ,,1
NC17_10115,1115,10115,3,15,212,1,TX-1197, AZ_16_235  ,Yield rating,3,10/6/2017 10:23, ,,1
NC17_10116,1116,10116,4,15,11,1,TX-1192,AZ_14_586,Yield rating,3,10/6/2017 10:23, ,,1
NC17_10117,1117,10117,5,15,103,1,TX-195-1,AZ_14_822,Yield rating,5,10/6/2017 10:23, ,,1
NC17_10118,1118,10118,6,15,86,1,TX-488,AZ_14_731,Yield rating,4,10/6/2017 10:23, ,,1
NC17_10119,1119,10119,7,15,17,1,TX-1303,AZ_14_595,Yield rating,3,10/6/2017 10:23, ,,1
NC17_10120,1120,10120,8,15,28,1,TX-2320,AZ_14_617,Yield rating,3,10/6/2017 10:23, ,,1
NC17_10121,1121,10121,1,16,176,1,TX-1211, AZ_16_199  ,Yield rating,5,10/6/2017 10:23, ,,1
NC17_10122,1122,10122,2,16,53,1,TX-2374,AZ_14_647,Yield rating,3,10/6/2017 10:23, ,,1
NC17_10123,1123,10123,3,16,195,1,TX-1114-2, AZ_16_218  ,Yield rating,2,10/6/2017 10:23, ,,1
NC17_10124,1124,10124,4,16,74,1,TX-73-7,AZ_14_701,Yield rating,2,10/6/2017 10:23, ,,1
NC17_10125,1125,10125,5,16,90,1,TX-1045,AZ_14_770,Yield rating,3,10/6/2017 10:23, ,,1
NC17_10126,1126,10126,6,16,167,1,TX-597-1, AZ_16_190  ,Yield rating,4,10/6/2017 10:23, ,,1
NC17_10127,1127,10127,7,16,56,1,TX-2377,AZ_14_650,Yield rating,4,10/6/2017 10:24, ,,1
NC17_10128,1128,10128,8,16,73,1,TX-73-6,AZ_14_700,Yield rating,2,10/6/2017 10:24, ,,1
NC17_10129,1129,10129,1,17,72,1,TX-2-1,AZ_14_694,Yield rating,3,10/6/2017 10:24, ,,1
NC17_10130,1130,10130,2,17,92,1,TX-1201,AZ_14_785,Yield rating,4,10/6/2017 10:24, ,,1
NC17_10131,1131,10131,3,17,181,1,TX-2403-3, AZ_16_204  ,Yield rating,4,10/6/2017 10:24, ,,1
NC17_10132,1132,10132,4,17,221,1,DP14,AZ_15_141,Yield rating,4,10/6/2017 10:24, ,,1
NC17_10133,1133,10133,5,17,79,1,TX-180-2,AZ_14_713,Yield rating,3,10/6/2017 10:24, ,,1
NC17_10134,1134,10134,6,17,94,1,TX-1364-2,AZ_14_796,Yield rating,5,10/6/2017 10:24, ,,1
NC17_10135,1135,10135,7,17,131,1,TX-1914-1,AZ_15_024,Yield rating,2,10/6/2017 10:24, ,,1
NC17_10136,1136,10136,8,17,111,1,TX-1003-4,AZ_14_844,Yield rating,4,10/6/2017 10:24, ,,1
NC17_10137,1137,10137,1,18,121,1,TX-460-2,AZ_14_878,Yield rating,3,10/6/2017 10:24, ,,1
NC17_10138,1138,10138,2,18,139,1,TX-1122, AZ_16_158  ,Yield rating,3,10/6/2017 10:24, ,,1
NC17_10139,1139,10139,3,18,199,1,RED,,Yield rating,3,10/6/2017 10:25, ,,1
NC17_10141,1141,10141,5,18,26,1,TX-2358,AZ_14_615,Yield rating,3,10/6/2017 10:25, ,,1
NC17_10142,1142,10142,6,18,67,1,TX-1462-3,AZ_14_670,Yield rating,3,10/6/2017 10:25, ,,1
NC17_10143,1143,10143,7,18,113,1,TX-1042-2,AZ_14_846,Yield rating,2,10/6/2017 10:25, ,,1
NC17_10144,1144,10144,8,18,3,1,TX-43,AZ_14_569,Yield rating,2,10/6/2017 10:25, ,,1
NC17_10145,1145,10145,1,19,85,1,TX-286-1,AZ_14_730,Yield rating,4,10/6/2017 10:26, ,,1
NC17_10146,1146,10146,2,19,50,1,TX-2369,AZ_14_643,Yield rating,3,10/6/2017 10:26, ,,1
NC17_10147,1147,10147,3,19,21,1,TX-1326,AZ_14_603,Yield rating,3,10/6/2017 10:26, ,,1
NC17_10148,1148,10148,4,19,224,1,RED,,Yield rating,5,10/6/2017 10:26, ,,1
NC17_10149,1149,10149,5,19,201,1,TX-1213, AZ_16_224  ,Yield rating,4,10/6/2017 10:26, ,,1
NC17_10150,1150,10150,6,19,135,1,RED,,Yield rating,4,10/6/2017 10:26, ,,1
NC17_10151,1151,10151,7,19,182,1,TX-72-2, AZ_16_205  ,Yield rating,3,10/6/2017 10:26, ,,1
NC17_10152,1152,10152,8,19,9,1,TX-709,AZ_14_580,Yield rating,4,10/6/2017 10:26, ,,1
NC17_10153,1153,10153,1,20,179,1,TX-2390-3, AZ_16_202  ,Yield rating,3,10/6/2017 10:26, ,,1
NC17_10154,1154,10154,2,20,133,1,TX-202,AZ_15_039,Yield rating,3,10/6/2017 10:26, ,,1
NC17_10155,1155,10155,3,20,98,1,TX-72-1,AZ_14_810,Yield rating,3,10/6/2017 10:26, ,,1
NC17_10156,1156,10156,4,20,48,1,TX-2365,AZ_14_641,Yield rating,4,10/6/2017 10:26, ,,1
NC17_10157,1157,10157,5,20,1,1,TX-21,AZ_14_567,Yield rating,4,10/6/2017 10:26, ,,1
NC17_10158,1158,10158,6,20,47,1,TX-2363,AZ_14_639,Yield rating,2,10/6/2017 10:26, ,,1
NC17_10159,1159,10159,7,20,38,1,TX-2323,AZ_14_628,Yield rating,5,10/6/2017 10:26, ,,1
NC17_10160,1160,10160,8,20,218,1,PMHS200,AZ_16_242,Yield rating,3,10/6/2017 10:26, ,,1
NC17_10161,1161,10161,1,21,192,1,TX-1364-4, AZ_16_215  ,Harvest Notes,mixed brown lint,10/6/2017 10:27, ,,1
NC17_10162,1162,10162,2,21,177,1,TX-1283-3, AZ_16_200  ,Yield rating,3,10/6/2017 10:27, ,,1
NC17_10163,1163,10163,3,21,7,1,TX-101,AZ_14_574,Yield rating,4,10/6/2017 10:27, ,,1
NC17_10164,1164,10164,4,21,216,1,DES56,AZ_16_240,Yield rating,3,10/6/2017 10:27, ,,1
NC17_10165,1165,10165,5,21,10,1,TX-1147,AZ_14_583,Yield rating,3,10/6/2017 10:27, ,,1
NC17_10166,1166,10166,6,21,188,1,TX-1076, AZ_16_211  ,Yield rating,3,10/6/2017 10:27, ,,1
NC17_10167,1167,10167,7,21,66,1,TX-1462-1,AZ_14_668,Yield rating,4,10/6/2017 10:27, ,,1
NC17_10168,1168,10168,8,21,77,1,TX-141-1,AZ_14_709,Yield rating,4,10/6/2017 10:27, ,,1
NC17_10169,1169,10169,1,22,5,1,TX-85,AZ_14_572,Yield rating,3,10/6/2017 10:27, ,,1
NC17_10170,1170,10170,2,22,122,1,TX-762-3,AZ_14_881,Yield rating,4,10/6/2017 10:28, ,,1
NC17_10171,1171,10171,3,22,168,1,TX-616-1, AZ_16_191  ,Yield rating,3,10/6/2017 10:28, ,,1
NC17_10172,1172,10172,4,22,20,1,TX-1308,AZ_14_600,Yield rating,4,10/6/2017 10:28, ,,1
NC17_10173,1173,10173,5,22,19,1,TX-1306,AZ_14_598,Yield rating,4,10/6/2017 10:28, ,,1
NC17_10174,1174,10174,6,22,83,1,TX-206,AZ_14_723,Yield rating,3,10/6/2017 10:28, ,,1
NC17_10175,1175,10175,7,22,58,1,TX-2383,AZ_14_653,Yield rating,4,10/6/2017 10:28, ,,1
NC17_10176,1176,10176,8,22,162,1,TX-1964, AZ_16_183  ,Yield rating,3,10/6/2017 10:28, ,,1
NC17_10177,1177,10177,1,23,35,1,TX-2348,AZ_14_625,Yield rating,2,10/6/2017 10:29, ,,1
NC17_10178,1178,10178,2,23,173,1,TX-1085-1, AZ_16_196  ,Yield rating,4,10/6/2017 10:29, ,,1
NC17_10181,1181,10181,5,23,82,1,TX-183-1,AZ_14_718,Yield rating,3,10/6/2017 10:29, ,,1
NC17_10182,1182,10182,6,23,141,1,TX-1178, AZ_16_160  ,Yield rating,4,10/6/2017 10:29, ,,1
NC17_10183,1183,10183,7,23,41,1,TX-2356,AZ_14_631,Yield rating,3,10/6/2017 10:29, ,,1
NC17_10184,1184,10184,8,23,136,1,TX-64, AZ_16_155  ,Yield rating,4,10/6/2017 10:29, ,,1
NC17_10185,1185,10185,1,24,125,1,TX-1125,AZ_14_890,Yield rating,4,10/6/2017 10:29, ,,1
NC17_10186,1186,10186,2,24,219,1,PD2164,AZ_16_243,Yield rating,4,10/6/2017 10:30, ,,1
NC17_10187,1187,10187,3,24,157,1,TX-2386, AZ_16_177  ,Yield rating,3,10/6/2017 10:30, ,,1
NC17_10188,1188,10188,4,24,175,1,TX-1199-1, AZ_16_198  ,Yield rating,4,10/6/2017 10:30, ,,1
NC17_10189,1189,10189,5,24,146,1,TX-1322, AZ_16_165  ,Yield rating,3,10/6/2017 10:30, ,,1
NC17_10190,1190,10190,6,24,155,1,TX-2364, AZ_16_175  ,Yield rating,3,10/6/2017 10:30, ,,1
NC17_10191,1191,10191,7,24,117,1,TX-1210-1,AZ_14_864,Yield rating,3,10/6/2017 10:30, ,,1
NC17_10192,1192,10192,8,24,172,1,TX-1063, AZ_16_195  ,Yield rating,2,10/6/2017 10:30, ,,1
NC17_10193,1193,10193,1,25,97,1,TX-2420-2,AZ_14_808,Yield rating,5,10/6/2017 10:30, ,,1
NC17_10194,1194,10194,2,25,203,1,TX-108, AZ_16_226  ,Yield rating,2,10/6/2017 10:30, ,,1
NC17_10195,1195,10195,3,25,208,1,TX-704-1, AZ_16_231  ,Yield rating,3,10/6/2017 10:30, ,,1
NC17_10196,1196,10196,4,25,40,1,TX-2373,AZ_14_630,Harvest Notes,"very short, compact",10/6/2017 10:31, ,,1
NC17_10197,1197,10197,5,25,209,1,RED,,Yield rating,5,10/6/2017 10:31, ,,1
NC17_10199,1199,10199,7,25,55,1,TX-2376,AZ_14_649,Yield rating,4,10/6/2017 10:31, ,,1
NC17_10200,1200,10200,8,25,171,1,TX-1003-2, AZ_16_194  ,Yield rating,3,10/6/2017 10:31, ,,1
NC17_10201,1201,10201,1,26,108,1,TX-672,AZ_15_100,Yield rating,3,10/6/2017 10:31, ,,1
NC17_10202,1202,10202,2,26,81,1,TX-180-5,AZ_14_716,Yield rating,2,10/6/2017 10:31, ,,1
NC17_10203,1203,10203,3,26,37,1,TX-2352,AZ_14_627,Yield rating,3,10/6/2017 10:31, ,,1
NC17_10204,1204,10204,4,26,4,1,TX-62,AZ_14_570,Harvest Notes,mixed brown lint,10/6/2017 10:31, ,,1
NC17_10205,1205,10205,5,26,190,1,TX-2389-1, AZ_16_213  ,Harvest Notes,,10/6/2017 10:32, ,,1
NC17_10206,1206,10206,6,26,170,1,TX-691-1, AZ_16_193  ,Yield rating,4,10/6/2017 10:32, ,,1
NC17_10207,1207,10207,7,26,46,1,TX-2362,AZ_14_638,Yield rating,3,10/6/2017 10:32, ,,1
NC17_10209,1209,10209,1,27,191,1,TX-2389-2, AZ_16_214  ,Yield rating,3,10/6/2017 10:32, ,,1
NC17_10210,1210,10210,2,27,210,1,TX-814, AZ_16_233  ,Yield rating,3,10/6/2017 10:32, ,,1
NC17_10211,1211,10211,3,27,70,1,TX-2022-2,AZ_14_690,Yield rating,4,10/6/2017 10:32, ,,1
NC17_10212,1212,10212,4,27,128,1,TX-1412,AZ_15_020,Yield rating,3,10/6/2017 10:32, ,,1
NC17_10213,1213,10213,5,27,32,1,TX-2328,AZ_14_622,Yield rating,4,10/6/2017 10:32, ,,1
NC17_10214,1214,10214,6,27,124,1,TX-1115,AZ_14_889,Yield rating,3,10/6/2017 10:32, ,,1
NC17_10215,1215,10215,7,27,102,1,TX-183-2,AZ_14_821,Yield rating,3,10/6/2017 10:33, ,,1
NC17_10216,1216,10216,8,27,205,1,TX-644-2, AZ_16_228  ,Yield rating,3,10/6/2017 10:33, ,,1
NC17_10217,1217,10217,1,28,148,1,TX-1425-1, AZ_16_167  ,Yield rating,3,10/6/2017 10:33, ,,1
NC17_10218,1218,10218,2,28,214,1,TX-1149-2, AZ_16_238  ,Yield rating,3,10/6/2017 10:33, ,,1
NC17_10219,1219,10219,3,28,161,1,TX-1941-2, AZ_16_182  ,Yield rating,2,10/6/2017 10:33, ,,1
NC17_10220,1220,10220,4,28,54,1,TX-2375,AZ_14_648,Yield rating,4,10/6/2017 10:33, ,,1
NC17_10221,1221,10221,5,28,126,1,TX-1301,AZ_15_008,Yield rating,3,10/6/2017 10:33, ,,1
NC17_10222,1222,10222,6,28,193,1,TX-495-2, AZ_16_216  ,Yield rating,2,10/6/2017 10:33, ,,1
NC17_10223,1223,10223,7,28,180,1,TX-2403-2, AZ_16_203  ,Yield rating,3,10/6/2017 10:33, ,,1
NC17_20213,2213,20213,5,55,215,2,TX-2402, AZ_16_239  ,Harvest Notes,mixed brown lint,10/6/2017 10:36, ,,1
NC17_20204,2204,20204,4,54,167,2,TX-597-1, AZ_16_190  ,Yield rating,3,10/6/2017 10:37, ,,1
NC17_20203,2203,20203,3,54,207,2,TX-703, AZ_16_230  ,Harvest Notes,mixed brown lint,10/6/2017 10:37, ,,1
NC17_20187,2187,20187,3,52,208,2,TX-704-1, AZ_16_231  ,Harvest Notes,mixed brown lint,10/6/2017 10:39, ,,1
NC17_20166,2166,20166,6,49,40,2,TX-2373,AZ_14_630,Harvest Notes,compact,10/6/2017 10:41, ,,1
NC17_20152,2152,20152,8,47,88,2,TX-621-1,AZ_14_741,Harvest Notes,mixed brown lint,10/6/2017 10:43, ,,1
NC17_20142,2142,20142,6,46,51,2,TX-2372,AZ_14_645,Harvest Notes,compact,10/6/2017 10:44, ,,1
NC17_20124,2124,20124,4,44,42,2,TX-2357,AZ_14_632,Yield rating,3,10/6/2017 10:45, ,,1
NC17_20107,2107,20107,3,42,183,2,TX-117-1, AZ_16_206  ,Harvest Notes,mixed brown lint,10/6/2017 10:47, ,,1
NC17_20069,2069,20069,5,37,195,2,TX-1114-2, AZ_16_218  ,Harvest Notes,majority bolls unopened,10/6/2017 10:50, ,,1
NC17_20052,2052,20052,4,35,48,2,TX-2365,AZ_14_641,Harvest Notes,compact,10/6/2017 10:51, ,,1
NC17_20042,2042,20042,2,34,159,2,TX-1718, AZ_16_179  ,Yield rating,4,10/6/2017 10:52, ,,1
NC17_20024,2024,20024,8,31,170,2,TX-691-1, AZ_16_193  ,Harvest Notes,mixed brown lint,10/6/2017 10:54, ,,1
NC17_20003,2003,20003,3,29,202,2,TX-2139, AZ_16_225  ,Harvest Notes,mixed brown lint,10/6/2017 10:55, ,,1
NC17_20001,2001,20001,1,29,154,2,TX-2361, AZ_16_174  ,Yield rating,3,10/6/2017 10:56, ,,1
NC17_30001,3001,30001,1,57,92,3,TX-1201,AZ_14_785,Yield rating,3,10/6/2017 10:56, ,,1
NC17_30002,3002,30002,2,57,204,3,TX-203, AZ_16_227  ,Yield rating,4,10/6/2017 10:56, ,,1
NC17_30003,3003,30003,3,57,201,3,TX-1213, AZ_16_224  ,Yield rating,3,10/6/2017 10:56, ,,1
NC17_30004,3004,30004,4,57,95,3,TX-2335-1,AZ_14_798,Yield rating,3,10/6/2017 10:57, ,,1
NC17_30006,3006,30006,6,57,59,3,TX-2384,AZ_14_654,Yield rating,2,10/6/2017 10:57, ,,1
NC17_30007,3007,30007,7,57,139,3,TX-1122, AZ_16_158  ,Yield rating,3,10/6/2017 10:57, ,,1
NC17_30009,3009,30009,1,58,205,3,TX-644-2, AZ_16_228  ,Yield rating,3,10/6/2017 10:57, ,,1
NC17_30008,3008,30008,8,57,208,3,TX-704-1, AZ_16_231  ,Harvest Notes,mixed brown lint,10/6/2017 10:58, ,,1
NC17_30010,3010,30010,2,58,207,3,TX-703, AZ_16_230  ,Harvest Notes,mixed brown lint,10/6/2017 10:58, ,,1
NC17_30011,3011,30011,3,58,216,3,DES56,AZ_16_240,Harvest Notes,,10/6/2017 10:58, ,,1
NC17_30011,3011,30011,3,58,216,3,DES56,AZ_16_240,Yield rating,4,10/6/2017 10:58, ,,1
NC17_30012,3012,30012,4,58,215,3,TX-2402, AZ_16_239  ,Yield rating,2,10/6/2017 10:58, ,,1
NC17_30013,3013,30013,5,58,76,3,TX-122-2,AZ_14_704,Yield rating,4,10/6/2017 10:58, ,,1
NC17_30014,3014,30014,6,58,138,3,TX-373, AZ_16_157  ,Yield rating,4,10/6/2017 10:59, ,,1
NC17_30016,3016,30016,8,58,122,3,TX-762-3,AZ_14_881,Harvest Notes,,10/6/2017 11:00, ,,1
NC17_30017,3017,30017,1,59,214,3,TX-1149-2, AZ_16_238  ,Yield rating,3,10/6/2017 11:00, ,,1
NC17_30018,3018,30018,2,59,164,3,TX-239-1, AZ_16_186  ,Yield rating,4,10/6/2017 11:00, ,,1
NC17_30019,3019,30019,3,59,172,3,TX-1063, AZ_16_195  ,Yield rating,3,10/6/2017 11:00, ,,1
NC17_30020,3020,30020,4,59,217,3,Dixie King,AZ_16_241,Yield rating,1,10/6/2017 11:00, ,,1
NC17_30021,3021,30021,5,59,120,3,TX-1154-4,AZ_14_874,Yield rating,3,10/6/2017 11:00, ,,1
NC17_30022,3022,30022,6,59,132,3,TX-1975,AZ_15_028,Yield rating,4,10/6/2017 11:00, ,,1
NC17_30023,3023,30023,7,59,112,3,TX-1042-1,AZ_14_845,Yield rating,4,10/6/2017 11:00, ,,1
NC17_30024,3024,30024,8,59,178,3,TX-2390-1, AZ_16_201  ,Yield rating,3,10/6/2017 11:00, ,,1
NC17_30025,3025,30025,1,60,89,3,TX-621-2,AZ_14_742,Yield rating,2,10/6/2017 11:00, ,,1
NC17_30026,3026,30026,2,60,131,3,TX-1914-1,AZ_15_024,Yield rating,2,10/6/2017 11:00, ,,1
NC17_30027,3027,30027,3,60,197,3,TX-1199-2, AZ_16_220  ,Yield rating,3,10/6/2017 11:00, ,,1
NC17_30028,3028,30028,4,60,83,3,TX-206,AZ_14_723,Yield rating,4,10/6/2017 11:00, ,,1
NC17_30029,3029,30029,5,60,68,3,TX-1585-1,AZ_14_672,Yield rating,3,10/6/2017 11:00, ,,1
NC17_30030,3030,30030,6,60,57,3,TX-2381,AZ_14_651,Yield rating,4,10/6/2017 11:00, ,,1
NC17_30031,3031,30031,7,60,177,3,TX-1283-3, AZ_16_200  ,Yield rating,3,10/6/2017 11:00, ,,1
NC17_30032,3032,30032,8,60,70,3,TX-2022-2,AZ_14_690,Yield rating,5,10/6/2017 11:01, ,,1
NC17_30033,3033,30033,1,61,155,3,TX-2364, AZ_16_175  ,Yield rating,2,10/6/2017 11:01, ,,1
NC17_30034,3034,30034,2,61,179,3,TX-2390-3, AZ_16_202  ,Yield rating,4,10/6/2017 11:01, ,,1
NC17_30035,3035,30035,3,61,180,3,TX-2403-2, AZ_16_203  ,Yield rating,3,10/6/2017 11:01, ,,1
NC17_30036,3036,30036,4,61,74,3,TX-73-7,AZ_14_701,Yield rating,3,10/6/2017 11:01, ,,1
NC17_30037,3037,30037,5,61,29,3,TX-2322,AZ_14_619,Yield rating,2,10/6/2017 11:01, ,,1
NC17_30038,3038,30038,6,61,220,3,PD94042,AZ_15_140,Yield rating,4,10/6/2017 11:01, ,,1
NC17_30039,3039,30039,7,61,206,3,TX-647, AZ_16_229  ,Yield rating,4,10/6/2017 11:01, ,,1
NC17_30040,3040,30040,8,61,136,3,TX-64, AZ_16_155  ,Yield rating,4,10/6/2017 11:01, ,,1
NC17_30041,3041,30041,1,62,52,3,TX-2318,AZ_14_646,Yield rating,3,10/6/2017 11:01, ,,1
NC17_30042,3042,30042,2,62,200,3,TX-0984, AZ_16_223  ,Yield rating,4,10/6/2017 11:01, ,,1
NC17_30043,3043,30043,3,62,166,3,TX-251, AZ_16_188  ,Yield rating,3,10/6/2017 11:01, ,,1
NC17_30044,3044,30044,4,62,145,3,TX-1321, AZ_16_164  ,Yield rating,3,10/6/2017 11:02, ,,1
NC17_30045,3045,30045,5,62,46,3,TX-2362,AZ_14_638,Yield rating,3,10/6/2017 11:02, ,,1
NC17_30046,3046,30046,6,62,42,3,TX-2357,AZ_14_632,Yield rating,2,10/6/2017 11:02, ,,1
NC17_30047,3047,30047,7,62,97,3,TX-2420-2,AZ_14_808,Yield rating,5,10/6/2017 11:02, ,,1
NC17_30048,3048,30048,8,62,199,3,RED,,Yield rating,4,10/6/2017 11:02, ,,1
NC17_30056,3056,30056,8,63,103,3,TX-195-1,AZ_14_822,Yield rating,4,10/6/2017 11:04, ,,1
NC17_30057,3057,30057,1,64,169,3,TX-650-2, AZ_16_192  ,Yield rating,2,10/6/2017 11:04, ,,1
NC17_30058,3058,30058,2,64,117,3,TX-1210-1,AZ_14_864,Yield rating,3,10/6/2017 11:04, ,,1
NC17_30059,3059,30059,3,64,82,3,TX-183-1,AZ_14_718,Yield rating,2,10/6/2017 11:04, ,,1
NC17_30060,3060,30060,4,64,107,3,TX-625,AZ_14_830,Yield rating,3,10/6/2017 11:04, ,,1
NC17_30062,3062,30062,6,64,158,3,TX-2355, AZ_16_178  ,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30064,3064,30064,8,64,148,3,TX-1425-1, AZ_16_167  ,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30065,3065,30065,1,65,144,3,TX-1307, AZ_16_163  ,Yield rating,4,10/6/2017 11:05, ,,1
NC17_30066,3066,30066,2,65,43,3,TX-2391,AZ_14_633,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30067,3067,30067,3,65,192,3,TX-1364-4, AZ_16_215  ,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30068,3068,30068,4,65,110,3,TX-933,AZ_14_839,Yield rating,4,10/6/2017 11:05, ,,1
NC17_30069,3069,30069,5,65,86,3,TX-488,AZ_14_731,Yield rating,4,10/6/2017 11:05, ,,1
NC17_30070,3070,30070,6,65,210,3,TX-814, AZ_16_233  ,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30071,3071,30071,7,65,80,3,TX-180-3,AZ_14_714,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30072,3072,30072,8,65,69,3,TX-1585-3,AZ_14_674,Yield rating,2,10/6/2017 11:05, ,,1
NC17_30073,3073,30073,1,66,90,3,TX-1045,AZ_14_770,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30074,3074,30074,2,66,35,3,TX-2348,AZ_14_625,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30075,3075,30075,3,66,153,3,TX-2359, AZ_16_173  ,Yield rating,5,10/6/2017 11:05, ,,1
NC17_30076,3076,30076,4,66,133,3,TX-202,AZ_15_039,Yield rating,3,10/6/2017 11:05, ,,1
NC17_30077,3077,30077,5,66,101,3,TX-117-2,AZ_14_815,Yield rating,3,10/6/2017 11:06, ,,1
