plot_id,row,column,barcode,al_col,iblock,rep,Irr,loc,entry,source,name,identity,stand,flowering_notes,hairiness,date_50pct_open,days_to_50pct_open,yield_rating,sc_wt,Scyld_ac,25_boll_wt,boll_no_ha,fuzzy_seed_wt,Lint_wt,LintPct,Lyld_ac,Lyd_kg_ha,mic,UHM,UI,Str,Elo,SFC
2117,28,8,,5,43,2,WL,Sandhills,135,AZ_2014_783,TX-1199-1,34_1,3,2016.7.13,2,9.23,134,1,0.8,314.4,133,66241,89,43,0.32,100.61,112.7686431,5.19,0.87,78.2,26.8,7.7,12.5
2118,27,8,,6,43,2,WL,Sandhills,120,AZ_2014_731,TX-488,141_1,4,2016.7.6,3,9.14,125,2,0.8,314.4,106,83115,68,36,0.34,106.9,119.8187849,4.84,1.05,80.9,30,5.4,9.5
2119,26,8,,7,43,2,WL,Sandhills,184,AZ_2014_881,TX-762-3,156_3,2,2016.7.13,2,9.14,125,2,1.4,550.2,128,120446,75,52,0.41,225.58,252.841174,4.61,1.05,79.9,30.4,5.7,9.7
2120,25,8,,8,43,2,WL,Sandhills,29,AZ_2014_600,TX-1308,52_1,4,2016.7.6,2,9.14,125,3,1.6,628.8,140,125856,86,51,0.36,226.37,253.726645,4.81,1.03,79,29.5,6.1,9.7
2121,24,8,,1,44,2,WL,Sandhills,191,AZ_2014_892,TX-1199-2,34_2,3,2016.1.1,2,9.23,134,1,0.6,235.8,97,68119,66,30,0.31,73.1,81.93408025,5.15,0.93,74.4,25.9,5.5,16.4
2122,23,8,,2,44,2,WL,Sandhills,95,RED,RED,RED,5,2000.1.1,2,8.29,112,2,1.4,550.2,117,131773,69,46,0.39,214.58,240.5118323,5.11,1.03,76.2,27.8,5.4,12.5
2123,22,8,,3,44,2,WL,Sandhills,128,AZ_2014_756,TX-691-1,153_1,3,2016.7.13,3,9.14,125,2,.,.,93,.,61,32,0.34,.,.,4.29,1.1,76.3,29.2,4.5,11.3
2124,21,8,,4,44,2,WL,Sandhills,77,AZ_2014_650,TX-2377,123_1,4,2016.6.29,2,9.6,119,2,1.6,628.8,124,142092,76,47,0.38,238.94,267.81572,5.2,1,77.2,26.2,5.6,11.1
2125,20,8,,5,44,2,WL,Sandhills,223,PHY-72,PHY-72,PHY_72,5,2016.7.13,2,9.6,119,3,.,.,126,.,71,53,0.42,.,.,5.31,0.99,76.8,29.6,6,10.9
2126,19,8,,6,44,2,WL,Sandhills,118,AZ_2014_729,TX-251,138_1,2,2000.1.1,4,9.23,134,2,1.4,550.2,112,137651,75,36,0.32,176.06,197.3367191,4.65,0.95,77.4,27.2,5.4,11.8
2127,18,8,,7,44,2,WL,Sandhills,111,AZ_2014_716,TX-180-5,69_5,3,2016.7.6,2,9.14,125,2,1.4,550.2,129,119516,80,49,0.38,209.08,234.3471614,4.24,1,78.5,26.1,6,9.9
2128,17,8,,8,44,2,WL,Sandhills,116,AZ_2014_727,TX-239-2,131_2,4,2016.7.13,2,9.14,125,2,1.6,628.8,113,155927,78,34,0.3,188.64,211.4370027,4.57,1.02,78.7,29.7,4.6,10.6
2129,17,9,,1,45,2,WL,Sandhills,50,AZ_2014_622,TX-2328,96_1,4,2016.6.29,2,9.6,119,2,1.4,550.2,100,154176,62,38,0.38,209.08,234.3471614,4.91,0.98,77,24.4,5.4,12.6
2130,18,9,,2,45,2,WL,Sandhills,109,AZ_2014_713,TX-180-2,69_2,2,2016.7.6,2,9.14,125,2,1,393,163,67560,106,57,0.35,137.55,154.1728145,4,0.99,80.1,27.4,6,9.6
2131,19,9,,3,45,2,WL,Sandhills,47,AZ_2014_619,TX-2322,93_1,3,2016.7.6,2,9.14,125,2,1.4,550.2,144,107063,92,52,0.36,198.07,222.0066112,4.23,1.02,79.1,28.7,4.9,9.8
2132,20,9,,4,45,2,WL,Sandhills,101,AZ_2014_692,TX-2144,82_1,5,2016.7.6,2,8.31,112,3,.,.,137,.,86,52,0.38,.,.,5.24,1.07,80.4,29.8,4.7,9.6
2133,21,9,,5,45,2,WL,Sandhills,20,AZ_2014_590,TX-1215,40_1,3,2016.7.6,3,9.6,119,2,0.6,235.8,108,61180,76,32,0.3,70.74,79.28887602,4.69,0.93,76.7,24.2,4.8,15
2134,22,9,,6,45,2,WL,Sandhills,117,AZ_2014_728,TX-240,135_1,3,2016.7.6,3,9.23,134,2,.,.,109,.,73,34,0.31,.,.,5.04,1.06,77.9,31.1,5.4,9.9
2135,23,9,,7,45,2,WL,Sandhills,87,AZ_2014_661,TX-1409-1,61_1,5,2016.7.13,2,8.31,112,3,2.2,864.6,138,175558,87,51,0.37,319.9,358.5596754,4.44,1.02,79.4,29.3,6.3,10.5
2136,24,9,,8,45,2,WL,Sandhills,58,AZ_2014_630,TX-2373,119_1,4,2016.6.29,2,9.14,125,2,1.6,628.8,129,136586,79,50,0.39,245.23,274.8658618,4.19,1.01,75,25,5,14.8
2137,25,9,,1,46,2,WL,Sandhills,185,AZ_2014_884,TX-931-3,157_3,2,2000.1.1,2,9.23,134,2,0.8,314.4,112,78661,77,36,0.32,100.61,112.7686431,4.81,0.95,79.3,28.1,5.5,9.9
2138,26,9,,2,46,2,WL,Sandhills,205,AZ_2015_051,TX-644-2,178_2,4,2016.7.6,3,9.14,125,1,0.8,314.4,105,83900,72,33,0.31,97.46,109.237968,4.76,1.01,80,29.5,5.5,9.5
2139,27,9,,3,46,2,WL,Sandhills,194,AZ_2015_002,TX-0984,187_1,5,2016.7.6,3,9.6,119,2,1.6,628.8,132,133484,84,48,0.36,226.37,253.726645,4.93,1.07,80.5,32.4,5.5,9.7
2140,28,9,,4,46,2,WL,Sandhills,172,AZ_2014_860,TX-1194-2,32_2,3,2016.7.6,2,9.9,119,2,1.4,550.2,131,117687,82,49,0.37,203.57,228.171282,4.79,0.96,78.3,25.6,4,12.4
2141,29,9,,5,46,2,WL,Sandhills,97,AZ_2014_684,TX-1941-2,72_2,5,2016.7.13,2,9.23,134,1,1,393,98,112371,70,30,0.31,121.83,136.5530643,4.14,1.2,82.6,40.6,5.8,7.5
2142,30,9,,6,46,2,WL,Sandhills,201,AZ_2015_028,TX-1975,75_1,5,2016.7.6,2,9.23,134,2,1.8,707.4,97,204349,69,30,0.31,219.29,245.7910323,4.97,1.01,80.1,31.5,5.7,9.2
2143,31,9,,7,46,2,WL,Sandhills,5,AZ_2014_571,TX-64,5_1,5,2016.7.13,2,9.14,125,2,0.6,235.8,114,57963,78,36,0.32,75.46,84.57928448,5.4,0.97,77.1,27,4.2,12.5
2144,32,9,,8,46,2,WL,Sandhills,119,AZ_2014_730,TX-286-1,139_1,5,2016.7.6,3,9.14,125,2,1.4,550.2,99,155727,63,37,0.37,203.57,228.171282,4.67,1.05,80.5,30.5,5.4,9.2
2145,32,10,,1,47,2,WL,Sandhills,42,AZ_2014_613,TX-1403,60_1,5,2016.7.6,4,9.14,125,2,2,786,106,207780,68,37,0.35,275.1,308.345629,5.21,1.03,78.8,29.1,5.5,9.3
2146,31,10,,2,47,2,WL,Sandhills,190,AZ_2014_890,TX-1125,25_1,3,2016.7.13,3,9.14,125,2,0.4,157.2,102,43182,69,33,0.32,50.3,56.37871733,5.31,0.89,77.8,27.7,5.5,12.3
2147,30,10,,3,47,2,WL,Sandhills,49,AZ_2014_621,TX-2324,95_1,4,2016.7.13,4,9.14,125,1,1,393,75,146831,46,25,0.33,129.69,145.3629394,3.94,1.03,77.1,29.5,4.3,11.7
2148,29,10,,4,47,2,WL,Sandhills,212,AZ_2015_078,TX-1197,167_1,4,2016.7.6,2,9.14,125,2,1.8,707.4,134,147924,94,41,0.31,219.29,245.7910323,4.95,1,77.6,28.8,5.6,10.7
2149,28,10,,5,47,2,WL,Sandhills,14,AZ_2014_583,TX-1147,26_1,4,2016.6.29,2,9.6,119,2,1.4,550.2,109,141446,70,41,0.38,209.08,234.3471614,4.14,1.09,78.6,31,4.4,10.1
2150,27,10,,6,47,2,WL,Sandhills,151,AZ_2014_813,TX-95,160_1,5,2016.7.6,2,9.6,119,2,1.6,628.8,142,124082,94,48,0.34,213.79,239.6263614,4.24,1.07,79.4,29.7,5.8,9.1
2151,26,10,,7,47,2,WL,Sandhills,195,AZ_2015_005,TX-1213,168_1,4,2016.6.29,3,8.31,112,2,0.6,235.8,112,58998,77,36,0.32,75.46,84.57928448,4.05,0.99,77.9,26,5.3,12.6
2152,25,10,,8,47,2,WL,Sandhills,99,AZ_2014_689,TX-2022-1,78_1,3,2016.7.13,2,9.23,134,2,0.4,157.2,105,41953,70,36,0.34,53.45,59.90939247,5.22,0.95,79.4,27.9,4.7,11.4
2153,24,10,,1,48,2,WL,Sandhills,114,AZ_2014_723,TX-206,79_1,2,2016.7.6,3,.,135+,2,1,393,151,72929,95,56,0.37,145.41,162.9826896,5.23,0.91,77.9,28.9,6.2,11.7
2154,23,10,,2,48,2,WL,Sandhills,174,AZ_2014_864,TX-1210-1,37_1,3,2016.7.6,4,9.14,125,2,1.6,628.8,167,105510,115,54,0.32,201.22,225.5372863,4.51,1.09,81.7,29.7,5.8,8.8
2155,22,10,,3,48,2,WL,Sandhills,129,AZ_2014_767,TX-1003-2,14_2,3,2016.7.13,4,9.23,134,1,.,.,103,.,74,30,0.29,.,.,4.96,0.92,76.3,24.9,6.3,13
2156,21,10,,4,48,2,WL,Sandhills,110,AZ_2014_714,TX-180-3,69_3,5,2016.7.6,2,9.6,119,2,1.6,628.8,147,119861,91,57,0.39,245.23,274.8658618,4.23,1.02,78.7,27.1,6.1,11.6
2157,20,10,,5,48,2,WL,Sandhills,33,AZ_2014_604,TX-1327,57_1,4,2016.7.13,3,9.9,119,2,.,.,141,.,90,51,0.36,.,.,4.66,1.08,80.7,28.9,5.2,9.5
2158,19,10,,6,48,2,WL,Sandhills,131,AZ_2014_771,TX-1063,17_1,4,2016.7.6,2,9.23,134,2,1.8,707.4,90,220247,64,27,0.3,212.22,237.8666281,4.73,0.98,80.6,33.2,6.9,9
2159,18,10,,7,48,2,WL,Sandhills,52,AZ_2014_624,TX-2347,99_1,4,2016.7.6,2,8.31,112,3,1.6,628.8,123,143251,80,44,0.36,226.37,253.726645,4.53,0.99,78.5,25.2,5.5,11.7
2160,17,10,,8,48,2,WL,Sandhills,88,AZ_2014_662,TX-1409-2,61_2,5,2016.7.13,2,8.31,112,3,1.6,628.8,124,142095,81,44,0.35,220.08,246.6765032,4.17,0.99,78.9,26.3,6.2,11.7
2161,17,11,,1,49,2,WL,Sandhills,140,AZ_2014_796,TX-1364-2,59_2,3,2016.7.13,2,9.9,119,2,1.4,550.2,93,165781,62,31,0.33,181.57,203.5125985,5.33,0.92,76.5,26.1,4.9,12
2162,18,11,,2,49,2,WL,Sandhills,198,AZ_2015_021,TX-1419,173_1,4,2000.1.1,2,9.23,134,2,1.4,550.2,101,152648,70,34,0.34,187.07,209.6772694,5.08,0.96,79.5,28.2,4.9,10.5
2163,19,11,,3,49,2,WL,Sandhills,192,AZ_2014_894,TX-1300-3,45_3,3,2016.7.13,2,9.9,119,2,0.8,314.4,124,71047,81,44,0.35,110.04,123.3382516,4.16,1.07,80.8,30.2,4.9,10.3
2164,20,11,,4,49,2,WL,Sandhills,57,AZ_2014_629,TX-2354,104_1,4,2016.7.6,2,9.6,119,3,.,.,110,.,66,40,0.36,.,.,5.02,0.98,77.2,28.5,5.8,11
2165,21,11,,5,49,2,WL,Sandhills,170,AZ_2014_849,TX-1076,18_1,2,2016.7.6,3,9.14,125,2,1,393,116,94934,80,34,0.29,113.97,127.7431891,4.51,1,78,28.3,5.2,10.4
2166,22,11,,6,49,2,WL,Sandhills,1,AZ_2014_567,TX-21,1_1,4,2016.7.6,2,9.14,125,2,.,.,150,.,97,51,0.34,.,.,4.4,0.99,77.1,28,4.5,11.5
2167,23,11,,7,49,2,WL,Sandhills,105,AZ_2014_703,TX-122-1,41_1,4,2016.7.6,3,9.14,125,2,1.4,550.2,102,151150,70,31,0.3,165.06,185.0073774,4.63,1.01,79.8,30.8,5.7,9.2
2168,24,11,,8,49,2,WL,Sandhills,171,AZ_2014_859,TX-1194-1,32_1,5,2016.7.6,2,9.14,125,2,3.6,1414.7,154,257413,103,51,0.33,466.85,523.2684728,4.66,0.94,78,23.5,4.7,13
2169,25,11,,1,50,2,WL,Sandhills,55,AZ_2014_627,TX-2352,102_1,3,2016.7.13,2,.,135+,2,0.6,235.8,122,54161,82,38,0.31,73.1,81.93408025,3.41,1.11,80.1,32.3,5.4,9.4
2170,26,11,,2,50,2,WL,Sandhills,224,UA-48,UA-48,UA_48,4,2016.7.13,2,9.9,119,3,2.2,864.6,139,174295,87,52,0.37,319.9,358.5596754,5.17,1.11,82.4,32.8,5.5,8.5
2171,27,11,,3,50,2,WL,Sandhills,145,AZ_2014_806,TX-2403-3,136_3,2,2016.7.13,2,9.23,134,2,0.4,157.2,110,40042,75,35,0.32,50.3,56.37871733,4.57,1.04,77.7,29.9,4.6,10.6
2172,28,11,,4,50,2,WL,Sandhills,72,AZ_2014_645,TX-2372,118_1,5,2016.7.6,2,8.31,112,3,2,786,132,166854,82,47,0.36,282.96,317.1555041,4.48,1.04,80,27.3,4.8,11.2
2173,29,11,,5,50,2,WL,Sandhills,112,AZ_2014_718,TX-183-1,70_1,4,2016.7.13,2,9.14,125,1,1.6,628.8,177,99548,112,65,0.37,232.66,260.7767867,4.21,0.99,78.9,25.6,6.3,11.6
2174,30,11,,6,50,2,WL,Sandhills,147,AZ_2014_808,TX-2420-2,137_2,4,2016.7.6,2,9.6,119,2,2.6,1021.8,103,277984,66,38,0.37,378.07,423.7594763,5.01,1.07,79.3,28.7,5.6,10.4
2175,31,11,,7,50,2,WL,Sandhills,193,AZ_2015_001,TX-400,161_1,4,2016.7.6,3,9.9,119,2,1,393,75,146831,53,19,0.25,98.25,110.1234389,4.49,0.78,76,30.3,8.1,15.5
2176,32,11,,8,50,2,WL,Sandhills,161,AZ_2014_830,TX-625,149_1,5,2016.7.6,3,9.14,125,2,2.2,864.6,107,226422,71,37,0.35,302.61,339.1801919,4.98,1.03,80.2,31.1,5.1,9.2
2177,32,12,,1,51,2,WL,Sandhills,61,AZ_2014_633,TX-2391,133_1,4,2016.7.6,3,9.14,125,2,2.2,864.6,122,198583,80,43,0.35,302.61,339.1801919,4.63,0.98,79.7,27,5.6,9.9
2178,31,12,,2,51,2,WL,Sandhills,169,AZ_2014_846,TX-1042-2,15_2,5,2016.7.13,2,9.14,125,2,0.6,235.8,89,74241,60,27,0.3,70.74,79.28887602,5.52,1.01,81.9,32.3,5.8,8.6
2179,30,12,,3,51,2,WL,Sandhills,91,AZ_2014_670,TX-1462-3,65_3,5,2016.7.13,3,9.9,119,2,2.4,943.2,112,235979,77,34,0.3,282.96,317.1555041,4.69,1.14,81.9,32.2,4,8.5
2180,29,12,,4,51,2,WL,Sandhills,153,AZ_2014_815,TX-117-2,29_2,3,2016.7.6,2,9.14,125,2,1.6,628.8,144,122360,92,52,0.36,226.37,253.726645,4.1,1.06,80.3,29.6,6.4,9.3
2181,28,12,,5,51,2,WL,Sandhills,104,AZ_2014_701,TX-73-7,155_7,3,2016.7.13,3,9.14,125,2,1.4,550.2,101,152646,72,30,0.3,165.06,185.0073774,4.47,0.98,78.2,26.9,5.6,10.6
2182,27,12,,6,51,2,WL,Sandhills,68,AZ_2014_640,TX-2364,114_1,2,2016.6.29,2,8.29,112,2,0.8,314.4,119,74035,79,40,0.34,106.9,119.8187849,4.61,1.05,79.3,28.3,5.3,9.9
2183,26,12,,7,51,2,WL,Sandhills,81,AZ_2014_654,TX-2384,127_1,4,2016.7.6,2,9.14,125,2,1.6,628.8,138,127679,96,41,0.3,188.64,211.4370027,3.71,1.08,81.5,32.5,5.3,8.2
2184,25,12,,8,51,2,WL,Sandhills,168,AZ_2014_845,TX-1042-1,15_1,4,2016.7.13,3,9.14,125,2,1.4,550.2,108,142749,80,29,0.27,148.55,166.5021562,3.94,1.02,80.2,32.2,6.3,9
2185,24,12,,1,52,2,WL,Sandhills,45,AZ_2014_616,TX-2319,90_1,3,2016.7.6,2,9.9,119,2,1,393,137,80382,85,50,0.36,141.48,158.577752,5.14,0.94,80.8,29.1,5.8,9.1
2186,23,12,,2,52,2,WL,Sandhills,84,AZ_2014_657,TX-2321,92_1,5,2016.6.29,3,9.6,119,2,1.4,550.2,125,123341,76,47,0.38,209.08,234.3471614,5.14,0.98,77.6,26.9,5.2,12.7
2187,22,12,,3,52,2,WL,Sandhills,204,AZ_2015_040,TX-203,175_1,5,2016.7.13,2,9.14,125,2,.,.,124,.,85,39,0.31,.,.,5.32,1,78.6,29.2,6,10.2
2188,21,12,,4,52,2,WL,Sandhills,11,AZ_2014_577,TX-373,11_1,2,2016.6.29,4,9.9,119,2,0.6,235.8,120,55060,84,35,0.29,68.38,76.64367179,5.32,0.94,77.2,25.2,4.7,12.6
2189,20,12,,5,52,2,WL,Sandhills,115,AZ_2014_726,TX-239-1,131_1,5,2016.7.6,2,9.14,125,2,.,.,142,.,97,46,0.32,.,.,4.97,1.07,79.7,31.7,5.1,9.3
2190,19,12,,6,52,2,WL,Sandhills,154,AZ_2014_818,TX-135-3,58_3,3,2016.7.13,3,9.23,134,2,1,393,121,91011,96,22,0.18,70.74,79.28887602,4.97,0.94,78.6,26.9,4.8,10.9
2191,18,12,,7,52,2,WL,Sandhills,220,AZ_2015_143,Dixie King,Dixie King,5,2016.6.29,2,9.6,119,2,1.8,707.4,147,134847,95,50,0.34,240.52,269.5866619,4.7,1.1,74.5,28.5,4.5,11.4
2192,17,12,,8,52,2,WL,Sandhills,122,AZ_2014_736,TX-570-2,145_2,5,2016.7.6,2,8.31,112,2,1.4,550.2,91,169424,59,30,0.33,181.57,203.5125985,4.64,0.9,76.9,27.4,4.8,12.8
2193,17,13,,1,53,2,WL,Sandhills,186,AZ_2014_885,TX-932,158_1,2,2016.7.6,3,9.6,119,2,1.6,628.8,132,133480,84,44,0.33,207.5,232.5762196,4.27,1.01,79.9,27.9,5.1,10.8
2194,18,13,,2,53,2,WL,Sandhills,86,AZ_2014_660,TX-2355,105_1,5,2016.6.29,2,8.29,112,2,1.8,707.4,113,175418,74,39,0.35,247.59,277.5110661,4.74,1.05,75.9,28.9,5.1,12.7
2195,19,13,,3,53,2,WL,Sandhills,121,AZ_2014_732,TX-490-1,142_1,4,2016.7.13,2,9.14,125,2,1.6,628.8,95,185469,68,28,0.29,182.35,204.3868609,4.9,0.99,80.1,27.7,5.7,10
2196,20,13,,4,53,2,WL,Sandhills,60,AZ_2014_632,TX-2357,107_1,5,2016.6.29,3,9.9,119,2,.,.,119,.,72,44,0.37,.,.,4.33,1.05,80,31.6,5.1,10
2197,21,13,,5,53,2,WL,Sandhills,188,AZ_2014_888,TX-1114-3,22_3,3,2000.1.1,1,.,135+,1,0.6,235.8,83,79609,58,26,0.31,73.1,81.93408025,5.24,0.96,79.5,24.8,4.7,9.8
2198,22,13,,6,53,2,WL,Sandhills,73,AZ_2014_646,TX-2318,89_1,4,2016.7.6,2,9.14,125,2,.,.,121,.,79,43,0.36,.,.,4.37,1.11,80.1,34.5,5.5,9.6
2199,23,13,,7,53,2,WL,Sandhills,200,AZ_2015_024,TX-1914-1,174_1,3,2016.7.6,3,9.9,119,2,1.4,550.2,117,131772,72,47,0.4,220.08,246.6765032,4.84,1.03,79.7,29.8,5.6,8.9
2200,24,13,,8,53,2,WL,Sandhills,22,AZ_2014_592,TX-1196,33_1,4,2016.7.6,3,9.9,119,2,1.6,628.8,121,145620,77,45,0.37,232.66,260.7767867,4.81,1.03,78.7,26.5,4.7,11.7
2201,25,13,,1,54,2,WL,Sandhills,39,AZ_2014_610,TX-2311,84_1,4,2016.7.6,2,9.14,125,2,0.6,235.8,112,58995,74,34,0.3,70.74,79.28887602,5.07,0.95,77.7,28.2,4.6,12.5
2202,26,13,,2,54,2,WL,Sandhills,41,AZ_2014_612,TX-2315,86_1,3,2016.7.6,3,9.14,125,2,1.8,707.4,118,167983,81,39,0.33,233.44,261.6510492,4.48,1.01,79.3,27.1,4.6,10.3
2203,27,13,,3,54,2,WL,Sandhills,25,AZ_2014_596,TX-1304,48_1,3,2016.6.29,2,9.14,125,2,1.4,550.2,136,113365,91,45,0.33,181.57,203.5125985,4.84,1.02,79.6,31.8,6.1,10.2
2204,28,13,,4,54,2,WL,Sandhills,92,AZ_2014_672,TX-1585-1,66_1,4,2016.6.29,2,9.6,119,2,1.8,707.4,138,143642,92,47,0.34,240.52,269.5866619,5.22,1.13,75,34.3,5.7,10.5
2205,29,13,,5,54,2,WL,Sandhills,26,AZ_2014_597,TX-1305,49_1,4,2016.6.29,2,8.31,112,2,1.8,707.4,106,187002,70,37,0.35,247.59,277.5110661,4,1.03,80.3,29.2,5.6,10.3
2206,30,13,,6,54,2,WL,Sandhills,2,AZ_2014_568,TX-40,2_1,5,2016.7.6,2,9.6,119,2,1.6,628.8,139,126761,91,48,0.35,220.08,246.6765032,5.48,0.97,75,26,4.7,13
2207,31,13,,7,54,2,WL,Sandhills,63,AZ_2014_635,TX-2353,103_1,3,2016.7.6,3,9.14,125,2,1.4,550.2,135,114201,88,48,0.36,198.07,222.0066112,4.87,1.17,84.1,37.9,5.4,7.6
2208,32,13,,8,54,2,WL,Sandhills,75,AZ_2014_648,TX-2375,121_1,5,2016.7.6,2,8.31,112,2,1.6,628.8,130,135537,83,46,0.35,220.08,246.6765032,5.25,0.95,75.8,22.2,4.2,14.8
2209,32,14,,1,55,2,WL,Sandhills,23,AZ_2014_594,TX-1302,46_1,5,2016.6.29,3,8.29,112,2,1.8,707.4,87,227840,57,33,0.38,268.81,301.2954872,4.87,1.05,77.6,32,5.6,10.4
2210,31,14,,2,55,2,WL,Sandhills,189,AZ_2014_889,TX-1115,23_1,3,2016.7.13,3,9.14,125,2,0.8,314.4,138,63837,84,50,0.36,113.18,126.8577182,4.28,0.98,78.2,26.7,4.2,11.5
2211,30,14,,3,55,2,WL,Sandhills,149,AZ_2014_811,TX-72-2,154_2,4,2016.6.29,2,9.9,119,2,1.8,707.4,108,183537,69,36,0.33,233.44,261.6510492,5.61,0.94,78.1,28.3,4.4,11.7
2212,29,14,,4,55,2,WL,Sandhills,28,AZ_2014_599,TX-1307,51_1,3,2016.7.6,3,9.14,125,2,1.6,628.8,145,121514,96,50,0.34,213.79,239.6263614,4.74,1.01,81.5,29.5,6.7,9.6
2213,28,14,,5,55,2,WL,Sandhills,162,AZ_2014_831,TX-672,151_1,2,.,2,9.23,134,2,0.8,314.4,97,90827,70,28,0.29,91.18,102.1990347,3.99,1.15,82.8,31.7,5.1,8.3
2214,27,14,,6,55,2,WL,Sandhills,12,AZ_2014_580,TX-709,13_1,5,2016.7.13,2,9.6,119,2,0.8,314.4,140,62929,89,52,0.37,116.33,130.3883934,4.93,1.02,75.9,25.7,5.2,12
2215,26,14,,7,55,2,WL,Sandhills,207,AZ_2015_062,TX-703_white,181_1,5,2016.6.29,3,9.14,125,2,1.8,707.4,101,196257,63,36,0.36,254.66,285.4354703,5.52,0.94,80.1,28.2,5.9,10.5
2216,25,14,,8,55,2,WL,Sandhills,32,AZ_2014_603,TX-1326,56_1,3,2016.7.6,2,9.23,134,2,1.4,550.2,136,113365,83,52,0.38,209.08,234.3471614,4.63,1.07,80.9,31.5,4.7,9
2217,24,14,,1,56,2,WL,Sandhills,100,AZ_2014_690,TX-2022-2,78_2,4,2016.7.13,2,9.14,125,2,1.8,707.4,117,169419,79,39,0.33,233.44,261.6510492,5.3,0.99,79.9,27.3,4.3,9.8
2218,23,14,,2,56,2,WL,Sandhills,8,AZ_2014_574,TX-101,8_1,4,2016.7.13,2,9.9,119,2,1.4,550.2,113,136433,79,36,0.32,176.06,197.3367191,5.01,1.04,79.9,30.7,5.1,9.1
2219,22,14,,3,56,2,WL,Sandhills,34,AZ_2014_605,TX-1311,53_1,3,2016.7.6,2,9.23,134,2,.,.,120,.,82,34,0.28,.,.,4.77,0.96,79.2,26.5,5.8,9.7
2220,21,14,,4,56,2,WL,Sandhills,165,AZ_2014_836,TX-762-2,156_2,2,2016.7.13,2,9.23,134,1,1.4,550.2,151,102099,94,56,0.37,203.57,228.171282,4.92,0.97,80.2,25.1,6.2,10.2
2221,20,14,,5,56,2,WL,Sandhills,216,AZ_2015_119,TX-2402,177_1,4,2016.7.6,3,9.14,125,2,.,.,75,.,55,21,0.28,.,.,4.1,1.05,80.9,32.4,6,8.5
2222,19,14,,6,56,2,WL,Sandhills,125,AZ_2014_741,TX-621-1,148_1,4,2016.1.1,2,9.23,134,2,1.6,628.8,87,202524,61,25,0.29,182.35,204.3868609,4.47,1.04,80.5,33.1,6.2,8.7
2223,18,14,,7,56,2,WL,Sandhills,66,AZ_2014_638,TX-2362,112_1,3,2016.6.29,2,8.29,112,2,1,393,115,95760,75,39,0.34,133.62,149.7678769,4.79,0.92,75,27,5.2,15.7
2224,17,14,,8,56,2,WL,Sandhills,67,AZ_2014_639,TX-2363,113_1,1,2016.6.29,2,9.9,119,1,0.6,235.8,100,66071,70,33,0.33,77.81,87.21328022,4.02,0.92,78,25.1,4.6,11.9
3001,33,1,,1,57,3,WL,Sandhills,164,AZ_2014_833,TX-691-2,153_2,5,2016.7.13,2,9.14,117,3,1,393,84,131099,57,26,0.31,121.83,136.5530643,4.33,1.03,80.5,30.5,5.3,9.2
3002,34,1,,2,57,3,WL,Sandhills,91,AZ_2014_670,TX-1462-3,65_3,5,2016.7.13,3,9.14,117,3,0.8,314.4,97,90822,65,32,0.33,103.75,116.2881098,4.82,1.02,81.3,30.1,5,9.4
3003,35,1,,3,57,3,WL,Sandhills,107,AZ_2014_709,TX-141-1,62_1,5,2016.7.6,2,9.14,117,2,1.6,628.8,111,158733,73,37,0.33,207.5,232.5762196,4.58,1.05,80,31.9,5.2,9.1
3004,36,1,,4,57,3,WL,Sandhills,30,AZ_2014_601,TX-1321,54_1,3,2016.7.13,3,9.23,126,1,0.8,314.4,154,57208,88,65,0.42,132.05,148.0081436,5.09,1.02,80.3,30.9,4.9,9.7
3005,37,1,,5,57,3,WL,Sandhills,121,AZ_2014_732,TX-490-1,142_1,4,2016.7.6,2,9.23,126,2,1.6,628.8,98,179797,65,31,0.32,201.22,225.5372863,5.08,1.01,79.6,29.1,5.8,9.3
3006,38,1,,6,57,3,WL,Sandhills,146,AZ_2014_807,TX-2420-1,137_1,4,2016.7.20,2,.,135+,2,0.6,235.8,104,63530,62,40,0.38,89.6,100.4280929,5.23,1.04,81.2,29.4,6.4,8.8
3007,39,1,,7,57,3,WL,Sandhills,97,AZ_2014_684,TX-1941-2,72_2,5,2016.7.13,2,9.23,126,1,0.8,314.4,68,129560,45,22,0.32,100.61,112.7686431,4.92,1.18,84,42.8,6.6,7.1
3008,40,1,,8,57,3,WL,Sandhills,192,AZ_2014_894,TX-1300-3,45_3,3,2016.7.6,2,9.14,117,2,0.8,314.4,121,72810,75,45,0.37,116.33,130.3883934,4.59,0.99,78.5,28,4.7,10.9
3009,41,1,,1,58,3,WL,Sandhills,188,AZ_2014_888,TX-1114-3,22_3,4,2016.1.1,2,.,135+,1,0.8,314.4,61,144424,43,18,0.3,94.32,105.7185014,4.96,1.01,80.2,29.1,5.5,8.8
3010,42,1,,2,58,3,WL,Sandhills,59,AZ_2014_631,TX-2356,106_1,4,2016.7.13,2,9.14,117,2,1.6,628.8,111,158739,70,41,0.37,232.66,260.7767867,5.12,0.97,80.8,26.4,5,9.1
3011,43,1,,3,58,3,WL,Sandhills,176,AZ_2014_866,TX-1300-1,45_1,3,2016.7.13,2,9.14,117,2,0.8,314.4,107,82335,68,37,0.35,110.04,123.3382516,4.27,1.01,79.5,29.9,4.9,10.2
