unique_id,accession,primary_order,secondary_order,Search ,trait,value,timestamp,person,location,number
P28J_SC14-24-014,SC14-24-014,8,18,24014,Ripe Date,7/25/2017,2017-07-25 09:42:24+0000, ,,1
P28J_SC14-24-014,SC14-24-014,8,18,24014,Rank,1,2017-07-25 09:42:25+0000, ,,1
P28J_SC14-24-011,SC14-24-011,8,15,24011,Ripe Date,7/25/2017,2017-07-25 09:42:41+0000, ,,1
P28J_SC14-24-011,SC14-24-011,8,15,24011,Rank,5,2017-07-25 09:42:44+0000, ,,1
P28J_SC14-24-005,SC14-24-005,8,9,24005,Ripe Date,7/25/2017,2017-07-25 09:43:10+0000, ,,1
P28J_SC14-24-005,SC14-24-005,8,9,24005,Rank,4,2017-07-25 09:43:11+0000, ,,1
P28J_SC14-24-004,SC14-24-004,8,8,24004,Ripe Date,7/25/2017,2017-07-25 09:43:13+0000, ,,1
P28J_SC14-24-004,SC14-24-004,8,8,24004,Rank,5,2017-07-25 09:43:14+0000, ,,1
P28J_SC14-24-002,SC14-24-002,8,6,24002,Ripe Date,7/25/2017,2017-07-25 09:43:26+0000, ,,1
P28J_SC14-24-002,SC14-24-002,8,6,24002,Rank,4,2017-07-25 09:43:27+0000, ,,1
P28J_SC14-26-063,SC14-26-063,7,144,26063,Ripe Date,7/25/2017,2017-07-25 09:44:47+0000, ,,1
P28J_SC14-26-063,SC14-26-063,7,144,26063,Rank,4,2017-07-25 09:44:49+0000, ,,1
P28J_SC14-26-062,SC14-26-062,7,143,26062,Ripe Date,7/25/2017,2017-07-25 09:45:04+0000, ,,1
P28J_SC14-26-062,SC14-26-062,7,143,26062,Rank,4,2017-07-25 09:45:05+0000, ,,1
P28J_SC14-26-061,SC14-26-061,7,142,26061,Ripe Date,7/25/2017,2017-07-25 09:45:14+0000, ,,1
P28J_SC14-26-061,SC14-26-061,7,142,26061,Rank,3,2017-07-25 09:45:15+0000, ,,1
P28J_SC14-26-059,SC14-26-059,7,140,26059,Ripe Date,7/25/2017,2017-07-25 09:45:36+0000, ,,1
P28J_SC14-26-059,SC14-26-059,7,140,26059,Rank,4,2017-07-25 09:45:37+0000, ,,1
P28J_SC14-26-052,SC14-26-052,7,133,26052,Ripe Date,7/25/2017,2017-07-25 09:46:04+0000, ,,1
P28J_SC14-26-052,SC14-26-052,7,133,26052,Rank,3,2017-07-25 09:46:05+0000, ,,1
P28J_SC14-26-049,SC14-26-049,7,130,26049,Ripe Date,7/25/2017,2017-07-25 09:46:26+0000, ,,1
P28J_SC14-26-049,SC14-26-049,7,130,26049,Rank,5,2017-07-25 09:46:27+0000, ,,1
P28J_SC14-26-036,SC14-26-036,7,117,26036,Ripe Date,7/25/2017,2017-07-25 09:47:49+0000, ,,1
P28J_SC14-26-036,SC14-26-036,7,117,26036,Rank,5,2017-07-25 09:47:51+0000, ,,1
P28J_SC14-26-035,SC14-26-035,7,116,26035,Ripe Date,7/25/2017,2017-07-25 09:48:07+0000, ,,1
P28J_SC14-26-035,SC14-26-035,7,116,26035,Rank,3,2017-07-25 09:48:09+0000, ,,1
P28J_SC14-26-006,SC14-26-006,7,87,26006,Ripe Date,7/25/2017,2017-07-25 09:49:22+0000, ,,1
P28J_SC14-26-006,SC14-26-006,7,87,26006,Rank,5,2017-07-25 09:49:23+0000, ,,1
P28J_SC14-26-006,SC14-26-006,7,87,26006,Notes,massive ylf too acid,2017-07-25 09:49:32+0000, ,,1
P28J_SC14-26-003,SC14-26-003,7,84,26003,Ripe Date,7/25/2017,2017-07-25 09:49:56+0000, ,,1
P28J_SC14-26-003,SC14-26-003,7,84,26003,Rank,3,2017-07-25 09:49:57+0000, ,,1
P28J_SC14-14-175,SC14-14-175,7,70,14175,Ripe Date,7/25/2017,2017-07-25 09:50:49+0000, ,,1
P28J_SC14-14-175,SC14-14-175,7,70,14175,Rank,2,2017-07-25 09:50:51+0000, ,,1
P28J_SC14-14-161,SC14-14-161,7,56,14161,Ripe Date,7/25/2017,2017-07-25 09:51:18+0000, ,,1
P28J_SC14-14-161,SC14-14-161,7,56,14161,Rank,2,2017-07-25 09:51:19+0000, ,,1
P28J_SC14-14-156,SC14-14-156,7,51,14156,Ripe Date,7/25/2017,2017-07-25 09:51:36+0000, ,,1
P28J_SC14-14-156,SC14-14-156,7,51,14156,Rank,3,2017-07-25 09:51:37+0000, ,,1
P28J_SC14-14-148,SC14-14-148,7,43,14148,Ripe Date,7/25/2017,2017-07-25 09:51:55+0000, ,,1
P28J_SC14-14-148,SC14-14-148,7,43,14148,Rank,3,2017-07-25 09:51:56+0000, ,,1
P28J_SC14-14-144,SC14-14-144,7,39,14144,Ripe Date,7/25/2017,2017-07-25 09:52:06+0000, ,,1
P28J_SC14-14-144,SC14-14-144,7,39,14144,Rank,3,2017-07-25 09:52:07+0000, ,,1
P28J_SC14-14-140,SC14-14-140,7,35,14140,Ripe Date,7/25/2017,2017-07-25 09:52:19+0000, ,,1
P28J_SC14-14-140,SC14-14-140,7,35,14140,Rank,1,2017-07-25 09:52:20+0000, ,,1
P28J_SC14-14-128,SC14-14-128,7,23,14128,Ripe Date,7/25/2017,2017-07-25 09:52:49+0000, ,,1
P28J_SC14-14-128,SC14-14-128,7,23,14128,Rank,3,2017-07-25 09:52:50+0000, ,,1
P28J_SC14-14-125,SC14-14-125,7,20,14125,Ripe Date,7/25/2017,2017-07-25 09:53:00+0000, ,,1
P28J_SC14-14-125,SC14-14-125,7,20,14125,Rank,4,2017-07-25 09:53:01+0000, ,,1
P28J_SC14-14-122,SC14-14-122,7,17,14122,Ripe Date,7/25/2017,2017-07-25 09:53:16+0000, ,,1
P28J_SC14-14-122,SC14-14-122,7,17,14122,Rank,3,2017-07-25 09:53:17+0000, ,,1
P28J_SC14-14-114,SC14-14-114,7,9,14114,Ripe Date,7/25/2017,2017-07-25 09:53:32+0000, ,,1
P28J_SC14-14-114,SC14-14-114,7,9,14114,Rank,3,2017-07-25 09:53:33+0000, ,,1
P28J_SC14-14-113,SC14-14-113,7,8,14113,Ripe Date,7/25/2017,2017-07-25 09:53:40+0000, ,,1
P28J_SC14-14-113,SC14-14-113,7,8,14113,Rank,3,2017-07-25 09:53:41+0000, ,,1
P28J_SC14-14-105,SC14-14-105,6,157,14105,Ripe Date,7/25/2017,2017-07-25 09:54:23+0000, ,,1
P28J_SC14-14-105,SC14-14-105,6,157,14105,Rank,2,2017-07-25 09:54:25+0000, ,,1
P28J_SC14-14-103,SC14-14-103,6,155,14103,Ripe Date,7/25/2017,2017-07-25 09:54:40+0000, ,,1
P28J_SC14-14-103,SC14-14-103,6,155,14103,Rank,3,2017-07-25 09:54:41+0000, ,,1
P28J_SC14-14-101,SC14-14-101,6,153,14101,Ripe Date,7/25/2017,2017-07-25 09:54:50+0000, ,,1
P28J_SC14-14-101,SC14-14-101,6,153,14101,Rank,1,2017-07-25 09:54:51+0000, ,,1
P28J_SC14-14-097,SC14-14-097,6,149,14097,Ripe Date,7/25/2017,2017-07-25 09:55:02+0000, ,,1
P28J_SC14-14-097,SC14-14-097,6,149,14097,Rank,1,2017-07-25 09:55:03+0000, ,,1
P28J_SC14-14-089,SC14-14-089,6,141,14089,Ripe Date,7/25/2017,2017-07-25 09:55:42+0000, ,,1
P28J_SC14-14-089,SC14-14-089,6,141,14089,Rank,3,2017-07-25 09:55:43+0000, ,,1
P28J_SC14-14-079,SC14-14-079,6,131,14079,Ripe Date,7/25/2017,2017-07-25 09:56:20+0000, ,,1
P28J_SC14-14-079,SC14-14-079,6,131,14079,Rank,4,2017-07-25 09:56:21+0000, ,,1
P28J_SC14-14-075,SC14-14-075,6,127,14075,Ripe Date,7/25/2017,2017-07-25 09:56:43+0000, ,,1
P28J_SC14-14-075,SC14-14-075,6,127,14075,Rank,2,2017-07-25 09:56:44+0000, ,,1
P28J_SC14-14-070,SC14-14-070,6,122,14070,Ripe Date,7/25/2017,2017-07-25 09:57:05+0000, ,,1
P28J_SC14-14-070,SC14-14-070,6,122,14070,Rank,3,2017-07-25 09:57:06+0000, ,,1
P28J_SC14-14-069,SC14-14-069,6,121,14069,Ripe Date,7/25/2017,2017-07-25 09:57:12+0000, ,,1
P28J_SC14-14-069,SC14-14-069,6,121,14069,Rank,3,2017-07-25 09:57:13+0000, ,,1
P28J_SC14-14-066,SC14-14-066,6,118,14066,Ripe Date,7/25/2017,2017-07-25 09:57:22+0000, ,,1
P28J_SC14-14-066,SC14-14-066,6,118,14066,Rank,3,2017-07-25 09:57:23+0000, ,,1
P28J_SC14-14-065,SC14-14-065,6,117,14065,Ripe Date,7/25/2017,2017-07-25 09:57:27+0000, ,,1
P28J_SC14-14-065,SC14-14-065,6,117,14065,Rank,1,2017-07-25 09:57:28+0000, ,,1
P28J_SC14-14-062,SC14-14-062,6,114,14062,Ripe Date,7/25/2017,2017-07-25 09:57:43+0000, ,,1
P28J_SC14-14-062,SC14-14-062,6,114,14062,Rank,1,2017-07-25 09:57:44+0000, ,,1
P28J_SC14-14-057,SC14-14-057,6,109,14057,Ripe Date,7/25/2017,2017-07-25 09:58:03+0000, ,,1
P28J_SC14-14-057,SC14-14-057,6,109,14057,Rank,2,2017-07-25 09:58:04+0000, ,,1
P28J_SC14-14-053,SC14-14-053,6,105,14053,Ripe Date,7/25/2017,2017-07-25 09:58:16+0000, ,,1
P28J_SC14-14-053,SC14-14-053,6,105,14053,Rank,2,2017-07-25 09:58:17+0000, ,,1
P28J_SC14-14-052,SC14-14-052,6,104,14052,Ripe Date,7/25/2017,2017-07-25 09:58:26+0000, ,,1
P28J_SC14-14-052,SC14-14-052,6,104,14052,Rank,3,2017-07-25 09:58:27+0000, ,,1
P28J_SC14-14-048,SC14-14-048,6,100,14048,Ripe Date,7/25/2017,2017-07-25 09:58:39+0000, ,,1
P28J_SC14-14-048,SC14-14-048,6,100,14048,Rank,2,2017-07-25 09:58:40+0000, ,,1
P28J_SC14-14-046,SC14-14-046,6,98,14046,Ripe Date,7/25/2017,2017-07-25 09:58:56+0000, ,,1
P28J_SC14-14-046,SC14-14-046,6,98,14046,Rank,4,2017-07-25 09:58:57+0000, ,,1
P28J_SC14-14-044,SC14-14-044,6,96,14044,Ripe Date,7/25/2017,2017-07-25 09:59:09+0000, ,,1
P28J_SC14-14-044,SC14-14-044,6,96,14044,Rank,3,2017-07-25 09:59:10+0000, ,,1
P28J_SC14-14-035,SC14-14-035,6,87,14035,Ripe Date,7/25/2017,2017-07-25 09:59:28+0000, ,,1
P28J_SC14-14-035,SC14-14-035,6,87,14035,Rank,2,2017-07-25 09:59:29+0000, ,,1
P28J_SC14-14-031,SC14-14-031,6,83,14031,Ripe Date,7/25/2017,2017-07-25 09:59:51+0000, ,,1
P28J_SC14-14-031,SC14-14-031,6,83,14031,Rank,1,2017-07-25 09:59:52+0000, ,,1
P28J_SC14-14-029,SC14-14-029,6,81,14029,Ripe Date,7/25/2017,2017-07-25 10:00:02+0000, ,,1
P28J_SC14-14-029,SC14-14-029,6,81,14029,Rank,2,2017-07-25 10:00:04+0000, ,,1
P28J_SC14-14-024,SC14-14-024,6,76,14024,Ripe Date,7/25/2017,2017-07-25 10:00:30+0000, ,,1
P28J_SC14-14-024,SC14-14-024,6,76,14024,Rank,4,2017-07-25 10:00:31+0000, ,,1
P28J_SC14-22-226,SC14-22-226,6,51,22226,Ripe Date,7/25/2017,2017-07-25 10:01:26+0000, ,,1
P28J_SC14-22-226,SC14-22-226,6,51,22226,Rank,5,2017-07-25 10:01:27+0000, ,,1
P28J_SC14-22-225,SC14-22-225,6,50,22225,Ripe Date,7/25/2017,2017-07-25 10:01:29+0000, ,,1
P28J_SC14-22-225,SC14-22-225,6,50,22225,Rank,5,2017-07-25 10:01:36+0000, ,,1
P28J_SC14-22-222,SC14-22-222,6,47,22222,Ripe Date,7/25/2017,2017-07-25 10:01:51+0000, ,,1
P28J_SC14-22-222,SC14-22-222,6,47,22222,Rank,4,2017-07-25 10:01:52+0000, ,,1
P28J_SC14-22-218,SC14-22-218,6,43,22218,Ripe Date,7/25/2017,2017-07-25 10:02:19+0000, ,,1
P28J_SC14-22-218,SC14-22-218,6,43,22218,Rank,4,2017-07-25 10:02:21+0000, ,,1
P28J_SC14-22-217,SC14-22-217,6,42,22217,Ripe Date,7/25/2017,2017-07-25 10:02:34+0000, ,,1
P28J_SC14-22-217,SC14-22-217,6,42,22217,Rank,4,2017-07-25 10:02:37+0000, ,,1
P28J_SC14-22-216,SC14-22-216,6,41,22216,Ripe Date,7/25/2017,2017-07-25 10:02:46+0000, ,,1
P28J_SC14-22-216,SC14-22-216,6,41,22216,Rank,4,2017-07-25 10:02:47+0000, ,,1
P28J_SC14-22-215,SC14-22-215,6,40,22215,Ripe Date,7/25/2017,2017-07-25 10:03:02+0000, ,,1
P28J_SC14-22-215,SC14-22-215,6,40,22215,Rank,5,2017-07-25 10:03:03+0000, ,,1
P28J_SC14-22-211,SC14-22-211,6,36,22211,Ripe Date,7/25/2017,2017-07-25 10:03:44+0000, ,,1
P28J_SC14-22-211,SC14-22-211,6,36,22211,Rank,5,2017-07-25 10:03:45+0000, ,,1
P28J_SC14-22-199,SC14-22-199,6,24,22199,Ripe Date,7/25/2017,2017-07-25 10:04:50+0000, ,,1
P28J_SC14-22-199,SC14-22-199,6,24,22199,Rank,5,2017-07-25 10:04:51+0000, ,,1
P28J_SC14-22-198,SC14-22-198,6,23,22198,Ripe Date,7/25/2017,2017-07-25 10:04:57+0000, ,,1
P28J_SC14-22-198,SC14-22-198,6,23,22198,Rank,3,2017-07-25 10:04:59+0000, ,,1
P28J_SC14-22-195,SC14-22-195,6,20,22195,Ripe Date,7/25/2017,2017-07-25 10:05:21+0000, ,,1
P28J_SC14-22-195,SC14-22-195,6,20,22195,Rank,5,2017-07-25 10:05:22+0000, ,,1
P28J_SC14-22-194,SC14-22-194,6,19,22194,Ripe Date,7/25/2017,2017-07-25 10:12:36+0000, ,,1
P28J_SC14-22-194,SC14-22-194,6,19,22194,Rank,4,2017-07-25 10:12:38+0000, ,,1
P28J_SC14-22-187,SC14-22-187,6,12,22187,Ripe Date,7/25/2017,2017-07-25 10:13:17+0000, ,,1
P28J_SC14-22-187,SC14-22-187,6,12,22187,Rank,7,2017-07-25 10:13:20+0000, ,,1
P28J_SC14-22-184,SC14-22-184,6,9,22184,Ripe Date,7/25/2017,2017-07-25 10:50:00+0000, ,,1
P28J_SC14-22-184,SC14-22-184,6,9,22184,Rank,4,2017-07-25 10:50:01+0000, ,,1
P28J_SC14-22-182,SC14-22-182,6,7,22182,Ripe Date,7/25/2017,2017-07-25 10:50:15+0000, ,,1
P28J_SC14-22-182,SC14-22-182,6,7,22182,Rank,2,2017-07-25 10:50:16+0000, ,,1
P28J_SC14-22-178,SC14-22-178,5,154,22178,Ripe Date,7/25/2017,2017-07-25 10:51:59+0000, ,,1
P28J_SC14-22-178,SC14-22-178,5,154,22178,Rank,5,2017-07-25 10:52:00+0000, ,,1
P28J_SC14-22-176,SC14-22-176,5,152,22176,Ripe Date,6/28/2017,2017-07-25 10:52:24+0000, ,,1
P28J_SC14-22-172,SC14-22-172,5,148,22172,Ripe Date,7/25/2017,2017-07-25 10:53:00+0000, ,,1
P28J_SC14-22-172,SC14-22-172,5,148,22172,Rank,6,2017-07-25 10:53:01+0000, ,,1
P28J_SC14-22-171,SC14-22-171,5,147,22171,Ripe Date,7/25/2017,2017-07-25 10:53:16+0000, ,,1
P28J_SC14-22-171,SC14-22-171,5,147,22171,Rank,3,2017-07-25 10:53:17+0000, ,,1
P28J_SC14-22-167,SC14-22-167,5,143,22167,Ripe Date,7/25/2017,2017-07-25 10:53:46+0000, ,,1
P28J_SC14-22-167,SC14-22-167,5,143,22167,Rank,4,2017-07-25 10:53:48+0000, ,,1
P28J_SC14-22-166,SC14-22-166,5,142,22166,Ripe Date,7/25/2017,2017-07-25 10:54:05+0000, ,,1
P28J_SC14-22-166,SC14-22-166,5,142,22166,Rank,5,2017-07-25 10:54:06+0000, ,,1
P28J_SC14-22-165,SC14-22-165,5,141,22165,Ripe Date,7/25/2017,2017-07-25 10:54:25+0000, ,,1
P28J_SC14-22-165,SC14-22-165,5,141,22165,Rank,5,2017-07-25 10:54:26+0000, ,,1
P28J_SC14-22-161,SC14-22-161,5,137,22161,Ripe Date,7/25/2017,2017-07-25 10:54:52+0000, ,,1
P28J_SC14-22-161,SC14-22-161,5,137,22161,Rank,3,2017-07-25 10:54:53+0000, ,,1
P28J_SC14-22-159,SC14-22-159,5,135,22159,Ripe Date,7/25/2017,2017-07-25 10:55:13+0000, ,,1
P28J_SC14-22-159,SC14-22-159,5,135,22159,Rank,5,2017-07-25 10:55:14+0000, ,,1
P28J_SC14-22-157,SC14-22-157,5,133,22157,Ripe Date,7/25/2017,2017-07-25 10:55:33+0000, ,,1
P28J_SC14-22-157,SC14-22-157,5,133,22157,Rank,4,2017-07-25 10:55:35+0000, ,,1
P28J_SC14-22-154,SC14-22-154,5,130,22154,Ripe Date,7/25/2017,2017-07-25 10:56:11+0000, ,,1
P28J_SC14-22-154,SC14-22-154,5,130,22154,Rank,4,2017-07-25 10:56:13+0000, ,,1
P28J_SC14-22-153,SC14-22-153,5,129,22153,Ripe Date,7/25/2017,2017-07-25 10:56:22+0000, ,,1
P28J_SC14-22-153,SC14-22-153,5,129,22153,Rank,4,2017-07-25 10:56:24+0000, ,,1
P28J_SC14-22-152,SC14-22-152,5,128,22152,Ripe Date,7/25/2017,2017-07-25 10:56:41+0000, ,,1
P28J_SC14-22-152,SC14-22-152,5,128,22152,Rank,5,2017-07-25 10:56:42+0000, ,,1
P28J_SC14-22-147,SC14-22-147,5,123,22147,Ripe Date,7/25/2017,2017-07-25 10:57:19+0000, ,,1
P28J_SC14-22-147,SC14-22-147,5,123,22147,Rank,4,2017-07-25 10:57:20+0000, ,,1
P28J_SC14-22-144,SC14-22-144,5,120,22144,Ripe Date,7/25/2017,2017-07-25 10:57:46+0000, ,,1
P28J_SC14-22-144,SC14-22-144,5,120,22144,Rank,5,2017-07-25 10:57:47+0000, ,,1
P28J_SC14-22-137,SC14-22-137,5,113,22137,Ripe Date,7/25/2017,2017-07-25 10:58:29+0000, ,,1
P28J_SC14-22-137,SC14-22-137,5,113,22137,Rank,3,2017-07-25 10:58:31+0000, ,,1
P28J_SC14-22-135,SC14-22-135,5,111,22135,Ripe Date,7/25/2017,2017-07-25 10:58:43+0000, ,,1
P28J_SC14-22-135,SC14-22-135,5,111,22135,Rank,3,2017-07-25 10:58:44+0000, ,,1
P28J_SC14-22-134,SC14-22-134,5,110,22134,Ripe Date,7/25/2017,2017-07-25 10:58:58+0000, ,,1
P28J_SC14-22-134,SC14-22-134,5,110,22134,Rank,4,2017-07-25 10:58:59+0000, ,,1
P28J_SC14-22-133,SC14-22-133,5,109,22133,Ripe Date,7/25/2017,2017-07-25 10:59:15+0000, ,,1
P28J_SC14-22-133,SC14-22-133,5,109,22133,Rank,4,2017-07-25 10:59:16+0000, ,,1
P28J_SC14-22-132,SC14-22-132,5,108,22132,Ripe Date,7/25/2017,2017-07-25 10:59:24+0000, ,,1
P28J_SC14-22-132,SC14-22-132,5,108,22132,Rank,3,2017-07-25 10:59:25+0000, ,,1
P28J_SC14-22-131,SC14-22-131,5,107,22131,Ripe Date,7/25/2017,2017-07-25 11:00:02+0000, ,,1
P28J_SC14-22-131,SC14-22-131,5,107,22131,Rank,6,2017-07-25 11:00:03+0000, ,,1
P28J_SC14-22-130,SC14-22-130,5,106,22130,Ripe Date,7/25/2017,2017-07-25 11:00:17+0000, ,,1
P28J_SC14-22-130,SC14-22-130,5,106,22130,Rank,4,2017-07-25 11:00:18+0000, ,,1
P28J_SC14-22-127,SC14-22-127,5,103,22127,Ripe Date,7/25/2017,2017-07-25 11:00:39+0000, ,,1
P28J_SC14-22-127,SC14-22-127,5,103,22127,Rank,3,2017-07-25 11:00:40+0000, ,,1
P28J_SC14-22-124,SC14-22-124,5,100,22124,Ripe Date,7/25/2017,2017-07-25 11:01:13+0000, ,,1
P28J_SC14-22-124,SC14-22-124,5,100,22124,Rank,3,2017-07-25 11:01:14+0000, ,,1
P28J_SC14-22-123,SC14-22-123,5,99,22123,Ripe Date,7/25/2017,2017-07-25 11:01:26+0000, ,,1
P28J_SC14-22-123,SC14-22-123,5,99,22123,Rank,4,2017-07-25 11:01:27+0000, ,,1
P28J_SC14-22-116,SC14-22-116,5,92,22116,Ripe Date,7/25/2017,2017-07-25 11:01:57+0000, ,,1
P28J_SC14-22-116,SC14-22-116,5,92,22116,Rank,2,2017-07-25 11:01:59+0000, ,,1
P28J_SC14-22-111,SC14-22-111,5,87,22111,Ripe Date,7/25/2017,2017-07-25 11:02:39+0000, ,,1
P28J_SC14-22-111,SC14-22-111,5,87,22111,Rank,3,2017-07-25 11:02:41+0000, ,,1
P28J_SC14-22-110,SC14-22-110,5,86,22110,Ripe Date,7/25/2017,2017-07-25 11:02:55+0000, ,,1
P28J_SC14-22-110,SC14-22-110,5,86,22110,Rank,3,2017-07-25 11:02:57+0000, ,,1
P28J_SC14-22-109,SC14-22-109,5,85,22109,Ripe Date,7/25/2017,2017-07-25 11:03:20+0000, ,,1
P28J_SC14-22-109,SC14-22-109,5,85,22109,Rank,3,2017-07-25 11:03:22+0000, ,,1
P28J_SC14-22-107,SC14-22-107,5,83,22107,Ripe Date,7/25/2017,2017-07-25 11:03:53+0000, ,,1
P28J_SC14-22-107,SC14-22-107,5,83,22107,Rank,6,2017-07-25 11:03:56+0000, ,,1
P28J_SC14-22-107,SC14-22-107,5,83,22107,Notes,soft sutures low acid nice texture,2017-07-25 11:04:11+0000, ,,1
P28J_SC14-22-103,SC14-22-103,5,79,22103,Ripe Date,7/25/2017,2017-07-25 11:04:43+0000, ,,1
P28J_SC14-22-103,SC14-22-103,5,79,22103,Rank,3,2017-07-25 11:04:44+0000, ,,1
P28J_SC14-22-097,SC14-22-097,5,73,22097,Ripe Date,7/25/2017,2017-07-25 11:05:45+0000, ,,1
P28J_SC14-22-097,SC14-22-097,5,73,22097,Rank,4,2017-07-25 11:05:47+0000, ,,1
P28J_SC14-17-082,SC14-17-082,12,146,17082,Ripe Date,8/1/2017,2017-08-01 08:51:19+0000, ,,1
P28J_SC14-17-082,SC14-17-082,12,146,17082,Rank,3,2017-08-01 08:51:20+0000, ,,1
P28J_SC14-17-077,SC14-17-077,12,141,17077,Ripe Date,8/1/2017,2017-08-01 08:51:35+0000, ,,1
P28J_SC14-17-077,SC14-17-077,12,141,17077,Rank,2,2017-08-01 08:51:38+0000, ,,1
P28J_SC14-17-075,SC14-17-075,12,139,17075,Ripe Date,8/1/2017,2017-08-01 08:51:50+0000, ,,1
P28J_SC14-17-075,SC14-17-075,12,139,17075,Rank,3,2017-08-01 08:51:51+0000, ,,1
P28J_SC14-17-073,SC14-17-073,12,137,17073,Ripe Date,8/1/2017,2017-08-01 08:52:00+0000, ,,1
P28J_SC14-17-073,SC14-17-073,12,137,17073,Rank,3,2017-08-01 08:52:03+0000, ,,1
P28J_SC14-17-072,SC14-17-072,12,136,17072,Ripe Date,8/1/2017,2017-08-01 08:52:11+0000, ,,1
P28J_SC14-17-072,SC14-17-072,12,136,17072,Rank,3,2017-08-01 08:52:12+0000, ,,1
P28J_SC14-17-071,SC14-17-071,12,135,17071,Ripe Date,8/1/2017,2017-08-01 08:52:15+0000, ,,1
P28J_SC14-17-071,SC14-17-071,12,135,17071,Rank,3,2017-08-01 08:52:21+0000, ,,1
P28J_SC14-17-070,SC14-17-070,12,134,17070,Ripe Date,8/1/2017,2017-08-01 08:52:26+0000, ,,1
P28J_SC14-17-070,SC14-17-070,12,134,17070,Rank,3,2017-08-01 08:52:45+0000, ,,1
P28J_SC14-17-066,SC14-17-066,12,130,17066,Ripe Date,8/1/2017,2017-08-01 08:52:59+0000, ,,1
P28J_SC14-17-066,SC14-17-066,12,130,17066,Rank,1,2017-08-01 08:53:18+0000, ,,1
P28J_SC14-17-066,SC14-17-066,12,130,17066,Notes,ylf,2017-08-01 08:53:21+0000, ,,1
P28J_SC14-17-063,SC14-17-063,12,127,17063,Ripe Date,8/1/2017,2017-08-01 08:53:43+0000, ,,1
P28J_SC14-17-063,SC14-17-063,12,127,17063,Rank,1,2017-08-01 08:53:44+0000, ,,1
P28J_SC14-17-063,SC14-17-063,12,127,17063,Notes,ylf,2017-08-01 08:53:47+0000, ,,1
P28J_SC14-17-050,SC14-17-050,12,114,17050,Ripe Date,8/1/2017,2017-08-01 08:54:41+0000, ,,1
P28J_SC14-17-050,SC14-17-050,12,114,17050,Rank,1,2017-08-01 08:54:42+0000, ,,1
P28J_SC14-17-050,SC14-17-050,12,114,17050,Notes,ylf,2017-08-01 08:54:45+0000, ,,1
P28J_SC14-17-047,SC14-17-047,12,111,17047,Ripe Date,8/1/2017,2017-08-01 08:54:58+0000, ,,1
P28J_SC14-17-047,SC14-17-047,12,111,17047,Rank,2,2017-08-01 08:54:59+0000, ,,1
P28J_SC14-17-035,SC14-17-035,12,99,17035,Ripe Date,8/1/2017,2017-08-01 08:55:44+0000, ,,1
P28J_SC14-17-035,SC14-17-035,12,99,17035,Rank,3,2017-08-01 08:55:46+0000, ,,1
P28J_SC14-17-025,SC14-17-025,12,89,17025,Ripe Date,8/1/2017,2017-08-01 08:56:28+0000, ,,1
P28J_SC14-17-025,SC14-17-025,12,89,17025,Rank,1,2017-08-01 08:56:29+0000, ,,1
P28J_SC14-17-019,SC14-17-019,12,83,17019,Ripe Date,8/1/2017,2017-08-01 08:56:54+0000, ,,1
P28J_SC14-17-019,SC14-17-019,12,83,17019,Rank,2,2017-08-01 08:56:55+0000, ,,1
P28J_SC14-17-008,SC14-17-008,12,72,17008,Ripe Date,8/1/2017,2017-08-01 08:57:36+0000, ,,1
P28J_SC14-17-008,SC14-17-008,12,72,17008,Rank,4,2017-08-01 08:57:50+0000, ,,1
P28J_SC14-19-002,SC14-19-002,12,21,19002,Ripe Date,8/1/2017,2017-08-01 08:59:29+0000, ,,1
P28J_SC14-19-002,SC14-19-002,12,21,19002,Rank,5,2017-08-01 08:59:30+0000, ,,1
P28J_SC14-19-002,SC14-19-002,12,21,19002,Notes,free but somewhst juicy,2017-08-01 08:59:40+0000, ,,1
P28J_SC14-07-163,SC14-07-163,12,18,7163,Ripe Date,8/1/2017,2017-08-01 09:00:01+0000, ,,1
P28J_SC14-07-163,SC14-07-163,12,18,7163,Rank,3,2017-08-01 09:00:02+0000, ,,1
P28J_SC14-07-158,SC14-07-158,12,13,7158,Ripe Date,8/1/2017,2017-08-01 09:00:22+0000, ,,1
P28J_SC14-07-158,SC14-07-158,12,13,7158,Rank,4,2017-08-01 09:00:24+0000, ,,1
P28J_SC14-07-150,SC14-07-150,12,5,7150,Ripe Date,8/1/2017,2017-08-01 09:00:56+0000, ,,1
P28J_SC14-07-150,SC14-07-150,12,5,7150,Rank,6,2017-08-01 09:00:57+0000, ,,1
P28J_SC14-07-150,SC14-07-150,12,5,7150,Notes,large slightly mealy  free,2017-08-01 09:01:14+0000, ,,1
P28J_SC14-31-049,SC14-31-049,13,143,31049,Ripe Date,8/1/2017,2017-08-01 09:03:15+0000, ,,1
P28J_SC14-31-049,SC14-31-049,13,143,31049,Rank,5,2017-08-01 09:03:16+0000, ,,1
P28J_SC14-29-082,SC14-29-082,13,82,29082,Ripe Date,8/1/2017,2017-08-01 09:04:51+0000, ,,1
P28J_SC14-29-082,SC14-29-082,13,82,29082,Rank,5,2017-08-01 09:04:52+0000, ,,1
P28J_SC14-29-079,SC14-29-079,13,79,29079,Ripe Date,8/1/2017,2017-08-01 09:05:06+0000, ,,1
P28J_SC14-29-079,SC14-29-079,13,79,29079,Rank,4,2017-08-01 09:05:07+0000, ,,1
