unique_id,accession,primary_order,secondary_order,Search ,trait,value,timestamp,person,location,number
P28J_SC14-22-039,SC14-22-039,5,15,22039,Rank,3,2017-07-14 09:58:13+0000, ,,1
P28J_SC14-22-042,SC14-22-042,5,18,22042,Ripe Date,7/14/2017,2017-07-14 09:59:01+0000, ,,1
P28J_SC14-22-042,SC14-22-042,5,18,22042,Rank,4,2017-07-14 09:59:03+0000, ,,1
P28J_SC14-28-079,SC14-28-079,15,122,28079,Ripe Date,7/21/2017,2017-07-21 08:42:59+0000, ,,1
P28J_SC14-28-079,SC14-28-079,15,122,28079,Rank,5,2017-07-21 08:43:01+0000, ,,1
P28J_SC14-28-066,SC14-28-066,15,109,28066,Ripe Date,7/21/2017,2017-07-21 08:43:23+0000, ,,1
P28J_SC14-28-066,SC14-28-066,15,109,28066,Rank,4,2017-07-21 08:43:28+0000, ,,1
P28J_SC14-28-037,SC14-28-037,15,80,28037,Ripe Date,7/21/2017,2017-07-21 08:44:02+0000, ,,1
P28J_SC14-28-037,SC14-28-037,15,80,28037,Rank,3,2017-07-21 08:44:32+0000, ,,1
P28J_SC14-28-021,SC14-28-021,15,64,28021,Ripe Date,7/21/2017,2017-07-21 08:45:30+0000, ,,1
P28J_SC14-28-021,SC14-28-021,15,64,28021,Rank,5,2017-07-21 08:45:31+0000, ,,1
P28J_SC14-31-204,SC14-31-204,14,143,31204,Ripe Date,7/21/2017,2017-07-21 08:47:15+0000, ,,1
P28J_SC14-31-204,SC14-31-204,14,143,31204,Rank,5,2017-07-21 08:47:18+0000, ,,1
P28J_SC14-31-178,SC14-31-178,14,117,31178,Ripe Date,7/21/2017,2017-07-21 08:48:09+0000, ,,1
P28J_SC14-31-178,SC14-31-178,14,117,31178,Rank,5,2017-07-21 08:48:11+0000, ,,1
P28J_SC14-31-168,SC14-31-168,14,107,31168,Rank,6,2017-07-21 08:49:01+0000, ,,1
P28J_SC14-31-135,SC14-31-135,14,74,31135,Ripe Date,7/21/2017,2017-07-21 08:49:43+0000, ,,1
P28J_SC14-31-135,SC14-31-135,14,74,31135,Rank,3,2017-07-21 08:49:45+0000, ,,1
P28J_SC14-31-088,SC14-31-088,14,27,31088,Ripe Date,7/21/2017,2017-07-21 08:50:51+0000, ,,1
P28J_SC14-31-088,SC14-31-088,14,27,31088,Rank,5,2017-07-21 08:50:52+0000, ,,1
P28J_SC14-31-034,SC14-31-034,13,128,31034,Ripe Date,7/21/2017,2017-07-21 08:51:55+0000, ,,1
P28J_SC14-31-034,SC14-31-034,13,128,31034,Rank,5,2017-07-21 08:52:05+0000, ,,1
P28J_SC14-29-068,SC14-29-068,13,68,29068,Ripe Date,7/21/2017,2017-07-21 08:53:05+0000, ,,1
P28J_SC14-29-068,SC14-29-068,13,68,29068,Rank,4,2017-07-21 08:53:29+0000, ,,1
P28J_SC14-29-069,SC14-29-069,13,69,29069,Ripe Date,7/21/2017,2017-07-21 08:53:44+0000, ,,1
P28J_SC14-29-069,SC14-29-069,13,69,29069,Rank,5,2017-07-21 08:53:45+0000, ,,1
P28J_SC14-29-045,SC14-29-045,13,45,29045,Ripe Date,7/21/2017,2017-07-21 08:55:11+0000, ,,1
P28J_SC14-29-045,SC14-29-045,13,45,29045,Rank,5,2017-07-21 08:55:13+0000, ,,1
P28J_SC14-29-027,SC14-29-027,13,27,29027,Ripe Date,7/21/2017,2017-07-21 08:56:00+0000, ,,1
P28J_SC14-29-027,SC14-29-027,13,27,29027,Rank,4,2017-07-21 08:56:01+0000, ,,1
P28J_SC14-29-018,SC14-29-018,13,18,29018,Ripe Date,7/21/2017,2017-07-21 08:56:33+0000, ,,1
P28J_SC14-29-018,SC14-29-018,13,18,29018,Rank,6,2017-07-21 08:56:34+0000, ,,1
P28J_SC14-29-011,SC14-29-011,13,11,29011,Ripe Date,7/21/2017,2017-07-21 08:57:07+0000, ,,1
P28J_SC14-29-011,SC14-29-011,13,11,29011,Rank,5,2017-07-21 08:57:26+0000, ,,1
P28J_SC14-29-004,SC14-29-004,13,4,29004,Ripe Date,7/21/2017,2017-07-21 08:57:48+0000, ,,1
P28J_SC14-29-004,SC14-29-004,13,4,29004,Rank,5,2017-07-21 08:57:50+0000, ,,1
P28J_SC14-17-058,SC14-17-058,12,122,17058,Ripe Date,7/21/2017,2017-07-21 09:00:07+0000, ,,1
P28J_SC14-17-058,SC14-17-058,12,122,17058,Rank,2,2017-07-21 09:00:08+0000, ,,1
P28J_SC14-17-057,SC14-17-057,12,121,17057,Ripe Date,7/21/2017,2017-07-21 09:00:20+0000, ,,1
P28J_SC14-17-057,SC14-17-057,12,121,17057,Rank,4,2017-07-21 09:00:21+0000, ,,1
P28J_SC14-17-056,SC14-17-056,12,120,17056,Ripe Date,7/21/2017,2017-07-21 09:00:25+0000, ,,1
P28J_SC14-17-056,SC14-17-056,12,120,17056,Rank,2,2017-07-21 09:00:26+0000, ,,1
P28J_SC14-17-052,SC14-17-052,12,116,17052,Ripe Date,7/21/2017,2017-07-21 09:00:38+0000, ,,1
P28J_SC14-17-052,SC14-17-052,12,116,17052,Rank,2,2017-07-21 09:00:39+0000, ,,1
P28J_SC14-17-051,SC14-17-051,12,115,17051,Ripe Date,7/21/2017,2017-07-21 09:00:44+0000, ,,1
P28J_SC14-17-051,SC14-17-051,12,115,17051,Rank,2,2017-07-21 09:00:45+0000, ,,1
P28J_SC14-17-046,SC14-17-046,12,110,17046,Ripe Date,7/21/2017,2017-07-21 09:00:58+0000, ,,1
P28J_SC14-17-046,SC14-17-046,12,110,17046,Rank,3,2017-07-21 09:00:59+0000, ,,1
P28J_SC14-17-045,SC14-17-045,12,109,17045,Ripe Date,7/21/2017,2017-07-21 09:01:08+0000, ,,1
P28J_SC14-17-045,SC14-17-045,12,109,17045,Rank,2,2017-07-21 09:01:25+0000, ,,1
P28J_SC14-17-040,SC14-17-040,12,104,17040,Ripe Date,7/21/2017,2017-07-21 09:01:42+0000, ,,1
P28J_SC14-17-040,SC14-17-040,12,104,17040,Rank,3,2017-07-21 09:01:43+0000, ,,1
P28J_SC14-17-037,SC14-17-037,12,101,17037,Ripe Date,7/21/2017,2017-07-21 09:01:55+0000, ,,1
P28J_SC14-17-037,SC14-17-037,12,101,17037,Rank,3,2017-07-21 09:01:56+0000, ,,1
P28J_SC14-17-012,SC14-17-012,12,76,17012,Ripe Date,7/21/2017,2017-07-21 09:02:34+0000, ,,1
P28J_SC14-17-012,SC14-17-012,12,76,17012,Rank,4,2017-07-21 09:02:52+0000, ,,1
P28J_SC14-17-004,SC14-17-004,12,68,17004,Ripe Date,7/21/2017,2017-07-21 09:03:24+0000, ,,1
P28J_SC14-17-004,SC14-17-004,12,68,17004,Rank,4,2017-07-21 09:03:25+0000, ,,1
P28J_SC14-17-002,SC14-17-002,12,66,17002,Ripe Date,7/21/2017,2017-07-21 09:03:35+0000, ,,1
P28J_SC14-17-002,SC14-17-002,12,66,17002,Rank,4,2017-07-21 09:03:36+0000, ,,1
P28J_SC14-17-001,SC14-17-001,12,65,17001,Ripe Date,7/21/2017,2017-07-21 09:03:39+0000, ,,1
P28J_SC14-17-001,SC14-17-001,12,65,17001,Rank,3,2017-07-21 09:03:40+0000, ,,1
P28J_SC14-07-147,SC14-07-147,12,2,7147,Ripe Date,7/21/2017,2017-07-21 09:04:31+0000, ,,1
P28J_SC14-07-147,SC14-07-147,12,2,7147,Rank,5,2017-07-21 09:04:52+0000, ,,1
P28J_SC14-07-132,SC14-07-132,11,141,7132,Ripe Date,7/25/2017,2017-07-25 08:34:42+0000, ,,1
P28J_SC14-07-132,SC14-07-132,11,141,7132,Rank,4,2017-07-25 08:34:44+0000, ,,1
P28J_SC14-07-131,SC14-07-131,11,140,7131,Ripe Date,7/25/2017,2017-07-25 08:35:00+0000, ,,1
P28J_SC14-07-131,SC14-07-131,11,140,7131,Rank,4,2017-07-25 08:35:01+0000, ,,1
P28J_SC14-07-129,SC14-07-129,11,138,7129,Ripe Date,7/25/2017,2017-07-25 08:35:17+0000, ,,1
P28J_SC14-07-129,SC14-07-129,11,138,7129,Rank,3,2017-07-25 08:35:19+0000, ,,1
P28J_SC14-07-124,SC14-07-124,11,133,7124,Ripe Date,7/25/2017,2017-07-25 08:35:45+0000, ,,1
P28J_SC14-07-124,SC14-07-124,11,133,7124,Rank,5,2017-07-25 08:35:46+0000, ,,1
P28J_SC14-07-122,SC14-07-122,11,131,7122,Ripe Date,7/25/2017,2017-07-25 08:36:13+0000, ,,1
P28J_SC14-07-122,SC14-07-122,11,131,7122,Rank,5,2017-07-25 08:36:14+0000, ,,1
P28J_SC14-07-082,SC14-07-082,11,91,7082,Ripe Date,7/25/2017,2017-07-25 08:38:43+0000, ,,1
P28J_SC14-07-082,SC14-07-082,11,91,7082,Rank,2,2017-07-25 08:38:45+0000, ,,1
P28J_SC14-07-060,SC14-07-060,11,69,7060,Ripe Date,7/25/2017,2017-07-25 08:39:56+0000, ,,1
P28J_SC14-07-060,SC14-07-060,11,69,7060,Rank,4,2017-07-25 08:39:57+0000, ,,1
P28J_SC14-07-029,SC14-07-029,11,38,7029,Ripe Date,7/25/2017,2017-07-25 08:41:19+0000, ,,1
P28J_SC14-07-029,SC14-07-029,11,38,7029,Rank,5,2017-07-25 08:41:21+0000, ,,1
P28J_SC14-07-029,SC14-07-029,11,38,7029,Notes,wfl,2017-07-25 08:41:23+0000, ,,1
P28J_SC14-07-025,SC14-07-025,11,34,7025,Ripe Date,7/25/2017,2017-07-25 08:41:41+0000, ,,1
P28J_SC14-07-025,SC14-07-025,11,34,7025,Rank,2,2017-07-25 08:41:42+0000, ,,1
P28J_SC14-07-018,SC14-07-018,11,27,7018,Ripe Date,7/25/2017,2017-07-25 08:42:08+0000, ,,1
P28J_SC14-07-018,SC14-07-018,11,27,7018,Rank,3,2017-07-25 08:42:10+0000, ,,1
P28J_SC14-07-018,SC14-07-018,11,27,7018,Notes,wfl suture bulges  ,2017-07-25 08:42:35+0000, ,,1
P28J_SC14-07-011,SC14-07-011,11,20,7011,Ripe Date,7/25/2017,2017-07-25 08:43:08+0000, ,,1
P28J_SC14-07-011,SC14-07-011,11,20,7011,Rank,6,2017-07-25 08:43:09+0000, ,,1
P28J_SC14-07-011,SC14-07-011,11,20,7011,Voice,/storage/emulated/0/fieldBook/plot_data/2014_Block/audio/P28J_SC14-07-011 2017-07-25-08-43-30.mp4,2017-07-25 08:43:51+0000, ,,1
P28J_SC14-07-010,SC14-07-010,11,19,7010,Ripe Date,7/25/2017,2017-07-25 08:44:11+0000, ,,1
P28J_SC14-07-010,SC14-07-010,11,19,7010,Rank,2,2017-07-25 08:44:13+0000, ,,1
P28J_SC14-07-007,SC14-07-007,11,16,7007,Ripe Date,7/25/2017,2017-07-25 08:44:47+0000, ,,1
P28J_SC14-07-007,SC14-07-007,11,16,7007,Rank,4,2017-07-25 08:44:49+0000, ,,1
P28J_SC14-07-006,SC14-07-006,11,15,7006,Ripe Date,7/25/2017,2017-07-25 08:45:03+0000, ,,1
P28J_SC14-07-006,SC14-07-006,11,15,7006,Rank,3,2017-07-25 08:45:04+0000, ,,1
P28J_SC14-07-003,SC14-07-003,11,12,7003,Ripe Date,7/25/2017,2017-07-25 08:45:31+0000, ,,1
P28J_SC14-07-003,SC14-07-003,11,12,7003,Rank,6,2017-07-25 08:45:33+0000, ,,1
P28J_SC14-07-002,SC14-07-002,11,11,7002,Ripe Date,7/25/2017,2017-07-25 08:45:42+0000, ,,1
P28J_SC14-07-002,SC14-07-002,11,11,7002,Rank,3,2017-07-25 08:45:43+0000, ,,1
P28J_SC14-30-119,SC14-30-119,10,147,30119,Ripe Date,7/25/2017,2017-07-25 08:46:57+0000, ,,1
P28J_SC14-30-119,SC14-30-119,10,147,30119,Rank,3,2017-07-25 08:47:14+0000, ,,1
P28J_SC14-30-118,SC14-30-118,10,146,30118,Ripe Date,7/25/2017,2017-07-25 08:47:24+0000, ,,1
P28J_SC14-30-118,SC14-30-118,10,146,30118,Rank,3,2017-07-25 08:47:25+0000, ,,1
P28J_SC14-30-115,SC14-30-115,10,143,30115,Ripe Date,7/25/2017,2017-07-25 08:47:45+0000, ,,1
P28J_SC14-30-115,SC14-30-115,10,143,30115,Rank,6,2017-07-25 08:47:46+0000, ,,1
P28J_SC14-30-108,SC14-30-108,10,136,30108,Ripe Date,7/25/2017,2017-07-25 08:48:20+0000, ,,1
P28J_SC14-30-108,SC14-30-108,10,136,30108,Rank,4,2017-07-25 08:48:21+0000, ,,1
P28J_SC14-30-107,SC14-30-107,10,135,30107,Ripe Date,7/25/2017,2017-07-25 08:48:36+0000, ,,1
P28J_SC14-30-107,SC14-30-107,10,135,30107,Rank,4,2017-07-25 08:48:38+0000, ,,1
P28J_SC14-30-099,SC14-30-099,10,127,30099,Ripe Date,7/25/2017,2017-07-25 08:48:58+0000, ,,1
P28J_SC14-30-099,SC14-30-099,10,127,30099,Rank,2,2017-07-25 08:48:59+0000, ,,1
P28J_SC14-30-096,SC14-30-096,10,124,30096,Ripe Date,7/25/2017,2017-07-25 08:49:20+0000, ,,1
P28J_SC14-30-096,SC14-30-096,10,124,30096,Rank,3,2017-07-25 08:49:22+0000, ,,1
P28J_SC14-30-089,SC14-30-089,10,117,30089,Ripe Date,7/25/2017,2017-07-25 08:49:49+0000, ,,1
P28J_SC14-30-089,SC14-30-089,10,117,30089,Rank,4,2017-07-25 08:49:50+0000, ,,1
P28J_SC14-30-083,SC14-30-083,10,111,30083,Ripe Date,7/25/2017,2017-07-25 08:50:20+0000, ,,1
P28J_SC14-30-083,SC14-30-083,10,111,30083,Rank,3,2017-07-25 08:50:22+0000, ,,1
P28J_SC14-30-079,SC14-30-079,10,107,30079,Ripe Date,7/25/2017,2017-07-25 08:50:40+0000, ,,1
P28J_SC14-30-079,SC14-30-079,10,107,30079,Rank,3,2017-07-25 08:50:41+0000, ,,1
P28J_SC14-30-061,SC14-30-061,10,89,30061,Ripe Date,7/25/2017,2017-07-25 08:51:56+0000, ,,1
P28J_SC14-30-061,SC14-30-061,10,89,30061,Rank,6,2017-07-25 08:51:58+0000, ,,1
P28J_SC14-30-061,SC14-30-061,10,89,30061,Notes,odd light rubbery  texture  red flesh,2017-07-25 08:52:24+0000, ,,1
P28J_SC14-30-061,SC14-30-061,10,89,30061,Ohiti,/storage/emulated/0/fieldBook/plot_data/2014_Block/photos/P28J_SC14-30-061_Ohiti_1_2017-07-25-08-52-27.jpg,2017-07-25 08:52:53+0000, ,,1
P28J_SC14-30-059,SC14-30-059,10,87,30059,Ripe Date,7/25/2017,2017-07-25 08:53:16+0000, ,,1
P28J_SC14-30-059,SC14-30-059,10,87,30059,Rank,2,2017-07-25 08:53:17+0000, ,,1
P28J_SC14-30-058,SC14-30-058,10,86,30058,Ripe Date,7/25/2017,2017-07-25 08:53:33+0000, ,,1
P28J_SC14-30-058,SC14-30-058,10,86,30058,Rank,4,2017-07-25 08:53:35+0000, ,,1
P28J_SC14-30-057,SC14-30-057,10,85,30057,Ripe Date,7/25/2017,2017-07-25 08:53:47+0000, ,,1
P28J_SC14-30-057,SC14-30-057,10,85,30057,Rank,2,2017-07-25 08:53:48+0000, ,,1
P28J_SC14-30-055,SC14-30-055,10,83,30055,Ripe Date,7/25/2017,2017-07-25 08:54:07+0000, ,,1
P28J_SC14-30-055,SC14-30-055,10,83,30055,Rank,4,2017-07-25 08:54:08+0000, ,,1
P28J_SC14-30-053,SC14-30-053,10,81,30053,Ripe Date,7/25/2017,2017-07-25 08:54:29+0000, ,,1
P28J_SC14-30-053,SC14-30-053,10,81,30053,Rank,5,2017-07-25 08:54:30+0000, ,,1
P28J_SC14-30-052,SC14-30-052,10,80,30052,Ripe Date,7/25/2017,2017-07-25 09:09:36+0000, ,,1
P28J_SC14-30-052,SC14-30-052,10,80,30052,Rank,8,2017-07-25 09:09:39+0000, ,,1
P28J_SC14-30-052,SC14-30-052,10,80,30052,Notes,cling juicy odd crisp texture,2017-07-25 09:09:57+0000, ,,1
P28J_SC14-30-042,SC14-30-042,10,70,30042,Ripe Date,7/25/2017,2017-07-25 09:12:45+0000, ,,1
P28J_SC14-30-042,SC14-30-042,10,70,30042,Rank,3,2017-07-25 09:12:46+0000, ,,1
P28J_SC14-30-028,SC14-30-028,10,56,30028,Ripe Date,7/25/2017,2017-07-25 09:13:23+0000, ,,1
P28J_SC14-30-028,SC14-30-028,10,56,30028,Rank,3,2017-07-25 09:13:27+0000, ,,1
P28J_SC14-30-025,SC14-30-025,10,53,30025,Rank,7,2017-07-25 09:14:02+0000, ,,1
P28J_SC14-30-025,SC14-30-025,10,53,30025,Notes,free large attractive  juicy,2017-07-25 09:14:15+0000, ,,1
P28J_SC14-30-025,SC14-30-025,10,53,30025,Ripe Date,7/25/2017,2017-07-25 09:14:53+0000, ,,1
P28J_SC14-30-009,SC14-30-009,10,37,30009,Ripe Date,7/25/2017,2017-07-25 09:15:50+0000, ,,1
P28J_SC14-30-009,SC14-30-009,10,37,30009,Rank,7,2017-07-25 09:15:51+0000, ,,1
P28J_SC14-30-009,SC14-30-009,10,37,30009,Notes,cling red in fkesh large  ,2017-07-25 09:16:05+0000, ,,1
P28J_SC14-30-001,SC14-30-001,10,29,30001,Ripe Date,7/25/2017,2017-07-25 09:16:52+0000, ,,1
P28J_SC14-30-001,SC14-30-001,10,29,30001,Rank,2,2017-07-25 09:16:53+0000, ,,1
P28J_SC14-20-038,SC14-20-038,9,29,20038,Ripe Date,7/25/2017,2017-07-25 09:20:30+0000, ,,1
P28J_SC14-20-038,SC14-20-038,9,29,20038,Rank,3,2017-07-25 09:20:31+0000, ,,1
P28J_SC14-20-037,SC14-20-037,9,28,20037,Ripe Date,7/25/2017,2017-07-25 09:21:00+0000, ,,1
P28J_SC14-20-037,SC14-20-037,9,28,20037,Rank,2,2017-07-25 09:21:01+0000, ,,1
P28J_SC14-20-037,SC14-20-037,9,28,20037,Notes,tooth chipper too acid wfl,2017-07-25 09:21:12+0000, ,,1
P28J_SC14-20-025,SC14-20-025,9,16,20025,Ripe Date,7/25/2017,2017-07-25 09:22:09+0000, ,,1
P28J_SC14-20-025,SC14-20-025,9,16,20025,Rank,3,2017-07-25 09:22:11+0000, ,,1
P28J_SC14-20-015,SC14-20-015,9,6,20015,Ripe Date,7/25/2017,2017-07-25 09:22:56+0000, ,,1
P28J_SC14-20-015,SC14-20-015,9,6,20015,Rank,1,2017-07-25 09:22:58+0000, ,,1
P28J_SC14-23-072,SC14-23-072,8,146,23072,Ripe Date,7/25/2017,2017-07-25 09:24:14+0000, ,,1
P28J_SC14-23-072,SC14-23-072,8,146,23072,Rank,6,2017-07-25 09:24:16+0000, ,,1
P28J_SC14-23-072,SC14-23-072,8,146,23072,Voice,/storage/emulated/0/fieldBook/plot_data/2014_Block/audio/P28J_SC14-23-072 2017-07-25-09-24-20.mp4,2017-07-25 09:24:34+0000, ,,1
P28J_SC14-23-068,SC14-23-068,8,142,23068,Ripe Date,7/25/2017,2017-07-25 09:25:02+0000, ,,1
P28J_SC14-23-068,SC14-23-068,8,142,23068,Rank,5,2017-07-25 09:25:04+0000, ,,1
P28J_SC14-23-068,SC14-23-068,8,142,23068,Voice,/storage/emulated/0/fieldBook/plot_data/2014_Block/audio/P28J_SC14-23-068 2017-07-25-09-25-08.mp4,2017-07-25 09:25:19+0000, ,,1
P28J_SC14-23-066,SC14-23-066,8,140,23066,Ripe Date,7/25/2017,2017-07-25 09:25:41+0000, ,,1
P28J_SC14-23-066,SC14-23-066,8,140,23066,Rank,6,2017-07-25 09:25:42+0000, ,,1
P28J_SC14-23-062,SC14-23-062,8,136,23062,Ripe Date,7/25/2017,2017-07-25 09:26:16+0000, ,,1
P28J_SC14-23-062,SC14-23-062,8,136,23062,Rank,5,2017-07-25 09:26:17+0000, ,,1
P28J_SC14-23-061,SC14-23-061,8,135,23061,Ripe Date,7/25/2017,2017-07-25 09:26:28+0000, ,,1
P28J_SC14-23-061,SC14-23-061,8,135,23061,Rank,5,2017-07-25 09:26:30+0000, ,,1
P28J_SC14-23-053,SC14-23-053,8,127,23053,Ripe Date,7/25/2017,2017-07-25 09:27:17+0000, ,,1
P28J_SC14-23-053,SC14-23-053,8,127,23053,Rank,6,2017-07-25 09:27:18+0000, ,,1
P28J_SC14-23-044,SC14-23-044,8,118,23044,Ripe Date,7/25/2017,2017-07-25 09:27:56+0000, ,,1
P28J_SC14-23-044,SC14-23-044,8,118,23044,Rank,7,2017-07-25 09:27:57+0000, ,,1
P28J_SC14-23-043,SC14-23-043,8,117,23043,Ripe Date,7/25/2017,2017-07-25 09:28:14+0000, ,,1
P28J_SC14-23-043,SC14-23-043,8,117,23043,Rank,5,2017-07-25 09:28:15+0000, ,,1
P28J_SC14-23-041,SC14-23-041,8,115,23041,Ripe Date,7/25/2017,2017-07-25 09:28:30+0000, ,,1
P28J_SC14-23-041,SC14-23-041,8,115,23041,Rank,4,2017-07-25 09:28:31+0000, ,,1
P28J_SC14-23-031,SC14-23-031,8,105,23031,Ripe Date,7/25/2017,2017-07-25 09:29:06+0000, ,,1
P28J_SC14-23-031,SC14-23-031,8,105,23031,Rank,3,2017-07-25 09:29:07+0000, ,,1
P28J_SC14-23-028,SC14-23-028,8,102,23028,Ripe Date,7/25/2017,2017-07-25 09:29:24+0000, ,,1
P28J_SC14-23-028,SC14-23-028,8,102,23028,Rank,3,2017-07-25 09:29:25+0000, ,,1
P28J_SC14-23-026,SC14-23-026,8,100,23026,Ripe Date,7/25/2017,2017-07-25 09:29:49+0000, ,,1
P28J_SC14-23-026,SC14-23-026,8,100,23026,Rank,6,2017-07-25 09:29:50+0000, ,,1
P28J_SC14-23-026,SC14-23-026,8,100,23026,Notes,freestone,2017-07-25 09:29:55+0000, ,,1
P28J_SC14-23-023,SC14-23-023,8,97,23023,Ripe Date,7/25/2017,2017-07-25 09:30:30+0000, ,,1
P28J_SC14-23-023,SC14-23-023,8,97,23023,Rank,5,2017-07-25 09:30:31+0000, ,,1
P28J_SC14-23-022,SC14-23-022,8,96,23022,Ripe Date,7/25/2017,2017-07-25 09:30:48+0000, ,,1
P28J_SC14-23-022,SC14-23-022,8,96,23022,Rank,4,2017-07-25 09:30:49+0000, ,,1
P28J_SC14-23-011,SC14-23-011,8,85,23011,Ripe Date,7/25/2017,2017-07-25 09:31:42+0000, ,,1
P28J_SC14-23-011,SC14-23-011,8,85,23011,Rank,7,2017-07-25 09:31:43+0000, ,,1
P28J_SC14-23-007,SC14-23-007,8,81,23007,Ripe Date,7/25/2017,2017-07-25 09:32:04+0000, ,,1
P28J_SC14-23-007,SC14-23-007,8,81,23007,Rank,5,2017-07-25 09:32:05+0000, ,,1
P28J_SC14-24-068,SC14-24-068,8,70,24068,Ripe Date,7/25/2017,2017-07-25 09:33:25+0000, ,,1
P28J_SC14-24-068,SC14-24-068,8,70,24068,Rank,3,2017-07-25 09:33:27+0000, ,,1
P28J_SC14-24-064,SC14-24-064,8,66,24064,Ripe Date,7/25/2017,2017-07-25 09:34:21+0000, ,,1
P28J_SC14-24-064,SC14-24-064,8,66,24064,Rank,5,2017-07-25 09:34:23+0000, ,,1
P28J_SC14-24-060,SC14-24-060,8,62,24060,Ripe Date,7/25/2017,2017-07-25 09:34:47+0000, ,,1
P28J_SC14-24-060,SC14-24-060,8,62,24060,Rank,5,2017-07-25 09:34:48+0000, ,,1
P28J_SC14-24-058,SC14-24-058,8,60,24058,Ripe Date,7/25/2017,2017-07-25 09:35:03+0000, ,,1
P28J_SC14-24-058,SC14-24-058,8,60,24058,Rank,5,2017-07-25 09:35:04+0000, ,,1
P28J_SC14-24-056,SC14-24-056,8,58,24056,Ripe Date,7/25/2017,2017-07-25 09:35:23+0000, ,,1
P28J_SC14-24-056,SC14-24-056,8,58,24056,Rank,6,2017-07-25 09:35:24+0000, ,,1
P28J_SC14-24-053,SC14-24-053,8,55,24053,Ripe Date,7/25/2017,2017-07-25 09:35:49+0000, ,,1
P28J_SC14-24-053,SC14-24-053,8,55,24053,Rank,5,2017-07-25 09:35:51+0000, ,,1
P28J_SC14-24-051,SC14-24-051,8,53,24051,Ripe Date,7/25/2017,2017-07-25 09:36:01+0000, ,,1
P28J_SC14-24-051,SC14-24-051,8,53,24051,Rank,2,2017-07-25 09:36:01+0000, ,,1
P28J_SC14-24-050,SC14-24-050,8,52,24050,Ripe Date,7/25/2017,2017-07-25 09:36:45+0000, ,,1
P28J_SC14-24-050,SC14-24-050,8,52,24050,Rank,8,2017-07-25 09:36:46+0000, ,,1
P28J_SC14-24-050,SC14-24-050,8,52,24050,Voice,/storage/emulated/0/fieldBook/plot_data/2014_Block/audio/P28J_SC14-24-050 2017-07-25-09-36-50.mp4,2017-07-25 09:37:11+0000, ,,1
P28J_SC14-24-048,SC14-24-048,8,50,24048,Ripe Date,7/25/2017,2017-07-25 09:37:52+0000, ,,1
P28J_SC14-24-048,SC14-24-048,8,50,24048,Rank,2,2017-07-25 09:37:53+0000, ,,1
P28J_SC14-24-042,SC14-24-042,8,44,24042,Ripe Date,7/25/2017,2017-07-25 09:38:28+0000, ,,1
P28J_SC14-24-042,SC14-24-042,8,44,24042,Rank,6,2017-07-25 09:38:29+0000, ,,1
P28J_SC14-24-042,SC14-24-042,8,44,24042,Voice,/storage/emulated/0/fieldBook/plot_data/2014_Block/audio/P28J_SC14-24-042 2017-07-25-09-38-32.mp4,2017-07-25 09:38:57+0000, ,,1
P28J_SC14-24-037,SC14-24-037,8,41,24037,Ripe Date,7/25/2017,2017-07-25 09:39:21+0000, ,,1
P28J_SC14-24-037,SC14-24-037,8,41,24037,Rank,4,2017-07-25 09:39:23+0000, ,,1
P28J_SC14-24-036,SC14-24-036,8,40,24036,Ripe Date,7/25/2017,2017-07-25 09:39:33+0000, ,,1
P28J_SC14-24-036,SC14-24-036,8,40,24036,Rank,1,2017-07-25 09:39:34+0000, ,,1
P28J_SC14-24-034,SC14-24-034,8,38,24034,Ripe Date,7/25/2017,2017-07-25 09:39:45+0000, ,,1
P28J_SC14-24-034,SC14-24-034,8,38,24034,Rank,3,2017-07-25 09:39:46+0000, ,,1
P28J_SC14-24-033,SC14-24-033,8,37,24033,Ripe Date,7/25/2017,2017-07-25 09:40:00+0000, ,,1
P28J_SC14-24-033,SC14-24-033,8,37,24033,Rank,3,2017-07-25 09:40:01+0000, ,,1
P28J_SC14-24-029,SC14-24-029,8,33,24029,Ripe Date,7/25/2017,2017-07-25 09:40:32+0000, ,,1
P28J_SC14-24-029,SC14-24-029,8,33,24029,Rank,4,2017-07-25 09:40:33+0000, ,,1
P28J_SC14-24-028,SC14-24-028,8,32,24028,Ripe Date,7/25/2017,2017-07-25 09:40:47+0000, ,,1
P28J_SC14-24-028,SC14-24-028,8,32,24028,Rank,3,2017-07-25 09:40:49+0000, ,,1
P28J_SC14-24-026,SC14-24-026,8,30,24026,Ripe Date,7/25/2017,2017-07-25 09:41:02+0000, ,,1
P28J_SC14-24-026,SC14-24-026,8,30,24026,Rank,4,2017-07-25 09:41:03+0000, ,,1
P28J_SC14-24-024,SC14-24-024,8,28,24024,Ripe Date,7/25/2017,2017-07-25 09:41:24+0000, ,,1
P28J_SC14-24-024,SC14-24-024,8,28,24024,Rank,5,2017-07-25 09:41:25+0000, ,,1
P28J_SC14-24-019,SC14-24-019,8,23,24019,Ripe Date,7/25/2017,2017-07-25 09:41:45+0000, ,,1
P28J_SC14-24-019,SC14-24-019,8,23,24019,Rank,6,2017-07-25 09:42:01+0000, ,,1
P28J_SC14-24-016,SC14-24-016,8,20,24016,Ripe Date,7/25/2017,2017-07-25 09:42:13+0000, ,,1
P28J_SC14-24-016,SC14-24-016,8,20,24016,Rank,1,2017-07-25 09:42:14+0000, ,,1
